order_id,customer_id,store_id,order_date,order_status,payment_method
ORD000047,CUST00334,ST010,2025-07-21,Completed,M-Pesa
ORD000048,CUST16662,ST005,2024-10-21,Cancelled,Card
ORD000049,CUST07446,ST015,2024-01-11,Completed,Card
ORD000050,CUST14202,ST008,2025-02-17,Completed,Cash
ORD000051,CUST05437,ST015,2024-06-22,Completed,M-Pesa
ORD000052,CUST05029,ST009,2024-07-01,Completed,M-Pesa
ORD000053,CUST01889,ST004,2024-12-25,Completed,Card
ORD000054,CUST00129,ST018,2024-04-10,Completed,M-Pesa
ORD000055,CUST14423,ST012,2024-11-22,Completed,Card
ORD000056,CUST02814,ST011,2024-02-23,Completed,Card
ORD000057,CUST15581,ST015,2024-08-09,Completed,Cash
ORD000058,CUST19486,ST018,2024-07-13,Completed,M-Pesa
ORD000059,CUST19390,ST016,2025-11-28,Cancelled,M-Pesa
ORD000060,CUST16426,ST013,2024-04-26,Completed,Cash
ORD000061,CUST01548,ST002,2025-12-20,Completed,M-Pesa
ORD000062,CUST03665,ST001,2024-12-05,Completed,M-Pesa
ORD000063,CUST08759,ST020,2025-11-09,Completed,Card
ORD000064,CUST01034,ST013,2024-12-06,Completed,Card
ORD000065,CUST14252,ST013,2025-11-25,Completed,M-PESA
ORD000066,CUST14272,ST003,2024-11-25,Completed,M-Pesa
ORD000067,CUST05516,ST018,2025-03-06,Completed,Card
ORD000068,CUST16450,ST020,2025-02-19,Completed,M-Pesa
ORD000069,CUST09171,ST014,2024-11-17,Completed,M-Pesa
ORD000070,CUST12236,ST009,2025-06-19,Completed,Cash
ORD000071,CUST12911,ST005,2025-02-22,Completed,M-Pesa
ORD000072,CUST06801,ST001,2025-08-08,Cancelled,Card
ORD000073,CUST07905,ST006,2025-09-15,Completed,Card
ORD000074,CUST19225,ST008,2024-08-23,Completed,Card
ORD000075,CUST06319,ST014,2025-07-19,Completed,M-Pesa
ORD000076,CUST05095,ST016,2024-07-20,Completed,M-Pesa
ORD000077,CUST01453,ST002,2025-08-04,Returned,Bank Transfer
ORD000078,CUST00267,ST002,2025-12-19,Completed,Card
ORD000079,CUST12929,ST003,2024-01-06,Returned,Bank Transfer
ORD000080,CUST02074,ST009,2024-01-16,Completed,M-Pesa
ORD000081,CUST09309,ST018,2025-07-07,Completed,Cash
ORD000082,CUST07397,ST014,2025-02-01,Completed,M-Pesa
ORD000083,CUST18520,ST005,2025-09-11,Cancelled,Card
ORD000084,CUST18608,ST011,2024-01-25,Completed,M-Pesa
ORD000085,CUST16642,ST016,2025-04-06,Completed,M-Pesa
ORD000086,CUST15142,ST004,2025-10-08,Completed,M-Pesa
ORD000087,CUST19609,ST012,2024-09-08,Completed,M-Pesa
ORD000088,CUST01919,ST001,2024-07-06,Completed,M-Pesa
ORD000089,CUST02484,ST017,2025-06-17,Completed,M-Pesa
ORD000090,CUST03136,ST003,2025-06-22,Completed,M-Pesa
ORD000091,CUST16236,ST015,2024-05-21,Completed,Card
ORD000092,CUST00184,ST011,2024-12-30,Returned,Card
ORD000093,CUST11344,ST002,2024-03-04,Completed,M-Pesa
ORD000094,CUST15721,ST020,2025-04-20,Completed,Cash
ORD000095,CUST00941,ST017,2025-04-15,Completed,Card
ORD000096,CUST02867,ST004,2024-03-10,Completed,M-Pesa
ORD000097,CUST05561,ST010,2024-02-09,Completed,Card
ORD000098,CUST06354,ST007,2025-06-14,Cancelled,Bank Transfer
ORD000099,CUST10521,ST002,2025-11-13,Completed,Card
ORD000100,CUST02641,ST012,2024-08-27,Completed,Bank Transfer
ORD000101,CUST14203,ST004,2024-12-20,Completed,Bank Transfer
ORD000102,CUST18933,ST014,2025-09-30,Completed,M-Pesa
ORD000103,CUST17115,ST016,2025-01-15,Cancelled,Card
ORD000104,CUST00199,ST019,2024-02-21,Completed,Card
ORD000105,CUST04752,ST012,2025-04-03,Completed,Bank Transfer
ORD000106,CUST00327,ST008,2025-10-27,Completed,Card
ORD000107,CUST03977,ST018,2025-07-29,Completed,CASH
ORD000108,CUST18706,ST007,2024-10-10,Completed,M-Pesa
ORD000109,CUST03377,ST014,2025-11-21,Cancelled,M-Pesa
ORD000110,CUST19262,ST003,2024-12-02,Completed,M-Pesa
ORD000111,CUST18657,ST003,2024-03-09,Completed,M-Pesa
ORD000112,CUST00984,ST017,2024-02-17,Completed,Cash
ORD000113,CUST09856,ST017,2024-10-05,Completed,Cash
ORD000114,CUST13588,ST017,2024-02-29,Completed,M-Pesa
ORD000115,CUST10325,ST009,2024-11-30,Completed,Card
ORD000116,CUST06701,ST015,2025-12-31,Completed,Cash
ORD000117,CUST14871,ST004,2024-03-05,Completed,Card
ORD000118,CUST15796,ST008,2024-12-17,Completed,M-Pesa
ORD000119,CUST08594,ST017,2024-06-22,Completed,M-Pesa
ORD000120,CUST02266,ST009,2024-04-01,Completed,Card
ORD000121,CUST03000,ST017,2025-12-23,Completed,M-Pesa
ORD000122,CUST16119,ST008,2025-10-04,Completed,Card
ORD000123,CUST17020,ST015,2025-04-08,Completed,Card
ORD000124,CUST10276,ST001,2024-06-17,Completed,Card
ORD000125,CUST16759,ST003,2024-10-05,Completed,Cash
ORD000126,CUST18539,ST006,2024-04-19,Cancelled,M-Pesa
ORD000127,CUST04223,ST002,2025-02-14,Completed,M-Pesa
ORD000128,CUST05043,ST011,2024-07-30,Cancelled,Bank Transfer
ORD000129,CUST19486,ST001,2024-11-28,Completed,M-Pesa
ORD000130,CUST16059,ST014,2024-04-21,Returned,Card
ORD000131,CUST17313,ST011,2024-12-29,Cancelled,M-Pesa
ORD000132,CUST17498,ST002,2025-10-08,Completed,M-Pesa
ORD000133,CUST15206,ST001,2025-02-22,Completed,Card
ORD000134,CUST16719,ST008,2025-02-16,Completed,M-Pesa
ORD000135,CUST19439,ST014,2025-03-19,Completed,Cash
ORD000136,CUST00500,ST002,2024-10-26,Cancelled,M-Pesa
ORD000137,CUST08342,ST002,2025-01-28,Completed,Card
ORD000138,CUST11785,ST019,2025-11-15,Completed,M-Pesa
ORD000139,CUST10253,ST012,2024-12-24,Completed,M-Pesa
ORD000140,CUST10396,ST013,2025-11-20,Completed,Bank Transfer
ORD000141,CUST09587,ST010,2024-10-23,Completed,M-Pesa
ORD000142,CUST07727,ST017,2025-06-27,Completed,M-Pesa
ORD000143,CUST17091,ST009,2024-02-19,Completed,M-Pesa
ORD000144,CUST17188,ST020,2025-09-08,Completed,Card
ORD000145,CUST01938,ST001,2025-01-16,Completed,Card
ORD000146,CUST03357,ST002,2024-06-28,Completed,M-Pesa
ORD000147,CUST99999X,ST002,2025-07-29,Completed,M-Pesa
ORD000148,CUST10642,ST006,2024-12-03,Completed,M-Pesa
ORD000149,CUST13318,ST003,2025-05-15,Completed,M-Pesa
ORD000150,CUST05179,ST012,2024-06-18,Completed,Card
ORD000151,CUST10056,ST003,2025-10-06,Completed,M-Pesa
ORD000152,CUST00674,ST016,2024-07-13,Completed,M-Pesa
ORD000153,CUST11782,ST018,2024-11-10,Completed,Card
ORD000154,CUST09307,ST007,2025-10-20,Returned,M-Pesa
ORD000155,CUST17603,ST009,2024-03-14,Completed,Bank Transfer
ORD000156,CUST09505,ST017,2024-10-11,Completed,M-Pesa
ORD000157,CUST01458,ST003,2025-08-30,Cancelled,M-Pesa
ORD000158,CUST10580,ST003,2024-09-02,Completed,M-Pesa
ORD000159,CUST04865,ST016,2025-02-13,Completed,Card
ORD000160,CUST13746,ST015,2024-05-12,Completed,M-Pesa
ORD000161,CUST17462,ST002,2025-03-23,Completed,Cash
ORD000162,CUST19245,ST003,2024-06-05,Completed,M-Pesa
ORD000163,CUST02947,ST020,2025-08-24,Completed,Card
ORD000164,CUST08565,ST012,2024-07-22,Completed,Card
ORD000165,CUST16132,ST009,2025-02-11,Completed,M-Pesa
ORD000166,CUST02648,ST009,2025-10-15,Completed,M-Pesa
ORD000167,CUST13339,ST019,2024-07-14,Completed,Card
ORD000168,CUST03297,ST002,2024-10-06,Cancelled,M-Pesa
ORD000169,CUST19955,ST005,2024-12-22,Completed,M-Pesa
ORD000170,CUST05441,ST011,2025-12-04,Completed,Cash
ORD000171,CUST03865,ST006,2025-01-07,Cancelled,Card
ORD000172,CUST01166,ST008,2024-11-24,Completed,Card
ORD000173,CUST03782,ST017,2025-05-14,Completed,Card
ORD000174,CUST16655,ST016,2025-02-14,Returned,Card
ORD000175,CUST03906,ST017,2025-01-06,Completed,Card
ORD000176,CUST02705,ST015,2024-02-19,Completed,Card
ORD000177,CUST09678,ST017,2025-12-26,Completed,M-Pesa
ORD000178,CUST18212,ST015,2024-08-07,Completed,M-Pesa
ORD000179,CUST08574,ST005,2024-08-08,Completed,Card
ORD000180,CUST12399,ST001,2025-10-10,Completed,M-Pesa
ORD000181,CUST06440,ST017,2024-01-01,Cancelled,Card
ORD000182,CUST14408,ST016,2024-07-24,Cancelled,Cash
ORD000183,CUST19068,ST009,2024-06-28,Completed,Card
ORD000184,CUST04146,ST012,2025-08-21,Completed,M-Pesa
ORD000185,CUST19006,ST004,2024-09-30,Completed,Bank Transfer
ORD000186,CUST18249,ST005,2024-03-02,Completed,Card
ORD000187,CUST11465,ST003,2025-11-03,Completed,M-Pesa
ORD000188,CUST04517,ST001,2024-11-27,Completed,Bank Transfer
ORD000189,CUST05418,ST003,2024-05-14,Completed,M-Pesa
ORD000190,CUST03281,ST014,2025-08-26,Completed,Card
ORD000191,CUST03072,ST004,2024-04-25,Completed,M-Pesa
ORD000192,CUST04896,ST002,2025-11-19,Completed,M-Pesa
ORD000193,CUST03795,ST010,2025-10-18,Completed,M-PESA
ORD000194,CUST01825,ST005,2025-06-21,Completed,Card
ORD078779,CUST02314,ST010,2025-10-11,Completed,M-Pesa
ORD000196,CUST03152,ST013,2025-05-31,Completed,M-Pesa
ORD000197,CUST13196,ST016,2025-09-01,Completed,M-Pesa
ORD000198,CUST01642,ST001,2024-04-16,Completed,M-Pesa
ORD000199,CUST18411,ST020,2024-12-18,Completed,M-Pesa
ORD000200,CUST04408,ST001,2025-05-11,Completed,M-Pesa
ORD000201,CUST10022,ST003,2024-10-07,Completed,M-Pesa
ORD000202,CUST00404,ST016,2024-06-27,Completed,M-Pesa
ORD000203,CUST18568,ST017,2025-09-03,Completed,M-Pesa
ORD000204,CUST16257,ST020,2025-04-24,Completed,M-Pesa
ORD000205,CUST07020,ST003,2025-12-31,Completed,M-Pesa
ORD000206,CUST04393,ST016,2024-06-04,Completed,Card
ORD000207,CUST10235,ST018,2024-03-04,Completed,Card
ORD000208,CUST05604,ST007,2025-03-20,Completed,M-Pesa
ORD000209,CUST15150,ST004,2024-02-01,Completed,Card
ORD000210,CUST08617,ST004,2024-05-30,Completed,Card
ORD000211,CUST15301,ST010,2024-04-07,Completed,Card
ORD000212,CUST19034,ST014,2024-04-06,Cancelled,M-Pesa
ORD000213,CUST15030,ST016,2025-02-09,Completed,M-Pesa
ORD000214,CUST06599,ST020,2025-04-03,Cancelled,Card
ORD000215,CUST15319,ST004,2025-03-09,Completed,Cash
ORD000216,CUST11875,ST015,2025-09-15,Completed,M-Pesa
ORD000217,CUST09452,ST001,2024-01-28,Completed,M-Pesa
ORD000218,CUST11707,ST012,2024-10-20,Completed,M-Pesa
ORD000219,CUST02753,ST004,2025-08-02,Completed,Bank Transfer
ORD000220,CUST02601,ST008,2024-06-23,Completed,Card
ORD000221,CUST05255,ST008,2025-07-23,Completed,M-Pesa
ORD000222,CUST06317,ST018,2024-10-19,Returned,Card
ORD000223,CUST13526,ST008,2025-09-02,Completed,Card
ORD000224,CUST07808,ST015,2025-04-27,Completed,Card
ORD000225,CUST16405,ST003,2025-06-07,Completed,M-Pesa
ORD000226,CUST17507,ST019,2024-09-11,Completed,Card
ORD000227,CUST15526,ST015,2025-01-22,Completed,M-Pesa
ORD000228,CUST15540,ST012,2024-03-23,Cancelled,M-Pesa
ORD000229,CUST13573,ST002,2024-08-16,Completed,Card
ORD000230,CUST06797,ST007,2024-05-11,Completed,Bank Transfer
ORD000231,CUST09586,ST011,2024-01-31,Completed,Bank Transfer
ORD000232,CUST19815,ST019,2024-04-23,Completed,M-Pesa
ORD000233,CUST16012,ST018,2025-11-03,Completed,M-Pesa
ORD000234,CUST05078,ST008,2025-04-14,Completed,Bank Transfer
ORD000235,CUST15717,ST002,2024-08-01,Completed,Card
ORD000236,CUST03279,ST014,2024-11-09,Completed,M-Pesa
ORD000237,CUST11586,ST007,2024-07-05,Completed,Cash
ORD000238,CUST08773,ST011,2024-12-11,Completed,Card
ORD000239,CUST06450,ST016,2025-10-07,Completed,Card
ORD000240,CUST13722,ST005,2024-06-17,Completed,Card
ORD000241,CUST04867,ST002,2024-12-30,Completed,M-Pesa
ORD000242,CUST14946,ST002,2024-06-09,Completed,M-Pesa
ORD000243,CUST14906,ST001,2025-01-18,Completed,M-Pesa
ORD000244,CUST17776,ST015,2024-09-30,Completed,M-Pesa
ORD000245,CUST15197,ST005,2025-12-14,Completed,Card
ORD000246,CUST12308,ST019,2024-09-09,Returned,Cash
ORD000247,CUST15989,ST008,2024-02-08,Completed,M-Pesa
ORD000248,CUST17960,ST008,2025-10-03,Completed,M-Pesa
ORD000249,CUST18083,ST011,2025-04-14,Completed,Card
ORD000250,CUST03604,ST002,2024-03-24,Completed,M-Pesa
ORD000251,CUST03721,ST015,2024-11-29,Completed,M-Pesa
ORD000252,CUST17335,ST020,2024-01-08,Returned,Card
ORD000253,CUST15666,ST018,2024-11-19,Cancelled,M-Pesa
ORD000254,CUST07419,ST008,2025-11-19,Completed,Card
ORD000255,CUST14803,ST019,2025-08-12,Completed,M-Pesa
ORD000256,CUST07839,ST004,2025-10-26,Completed,M-Pesa
ORD000257,CUST12252,ST008,2024-01-22,Completed,M-Pesa
ORD000258,CUST15486,ST018,2025-06-08,Completed,Cash
ORD000259,CUST13531,ST004,2025-10-08,Completed,Cash
ORD000260,CUST00566,ST010,2024-12-03,Completed,M-Pesa
ORD000261,CUST12417,ST013,2024-11-14,Completed,M-Pesa
ORD000262,CUST01651,ST001,2025-05-03,Completed,M-Pesa
ORD000263,CUST06385,ST005,2024-04-13,Completed,Card
ORD000264,CUST08886,ST007,2024-06-16,Completed,M-Pesa
ORD000265,CUST14332,ST008,2024-09-29,Cancelled,Card
ORD000266,CUST03150,ST012,2024-05-06,Completed,M-Pesa
ORD000267,CUST12608,ST013,2025-08-04,Completed,Card
ORD000268,CUST04873,ST005,2024-08-06,Completed,Card
ORD000269,CUST11607,ST005,2024-06-11,Cancelled,M-Pesa
ORD000270,CUST09747,ST002,2024-11-30,Completed,M-Pesa
ORD000271,CUST06033,ST001,2024-12-08,Completed,Cash
ORD000272,CUST13326,ST008,2025-06-29,Cancelled,M-Pesa
ORD000273,CUST03209,ST019,2024-03-19,Completed,M-Pesa
ORD000274,CUST11651,ST013,2025-05-13,Completed,Card
ORD000275,CUST00042,ST017,2024-04-05,Completed,M-Pesa
ORD000276,CUST13931,ST006,2024-11-25,Completed,Card
ORD000277,CUST14085,ST014,2024-11-01,Completed,M-Pesa
ORD000278,CUST09736,ST009,2024-10-28,Completed,M-Pesa
ORD000279,CUST02239,ST004,2025-01-17,Completed,Card
ORD000280,CUST05953,ST004,2024-04-18,Completed,Card
ORD000281,CUST10152,ST005,2025-06-18,Completed,M-Pesa
ORD000282,CUST16156,ST007,2025-01-09,Completed,M-Pesa
ORD000283,CUST06055,ST004,2024-05-26,Cancelled,M-Pesa
ORD000284,CUST16870,ST014,2025-06-25,Completed,M-Pesa
ORD000285,CUST00259,ST018,2024-05-04,Completed,M-Pesa
ORD000286,CUST08623,ST012,2024-06-19,Completed,Card
ORD000287,CUST07458,ST003,2024-10-19,Completed,Bank Transfer
ORD000288,CUST12014,ST004,2024-01-03,Completed,M-Pesa
ORD000289,CUST15326,ST018,2025-05-07,Completed,Card
ORD000290,CUST05377,ST019,2024-12-16,Returned,Cash
ORD000291,CUST07702,ST004,2024-08-21,Completed,M-Pesa
ORD000292,CUST04517,ST002,2025-10-30,Completed,Bank Transfer
ORD000293,CUST13109,ST001,2025-11-30,Completed,M-Pesa
ORD000294,CUST03953,ST014,2024-10-22,Completed,M-Pesa
ORD000295,CUST08270,ST015,2025-03-12,Completed,Card
ORD000296,CUST05564,ST006,2024-03-20,Completed,M-Pesa
ORD000297,CUST12851,ST011,2024-09-05,Completed,Cash
ORD000298,CUST17210,ST003,2025-09-03,Returned,Cash
ORD000299,CUST14709,ST003,2024-01-28,Completed,M-Pesa
ORD000300,CUST03880,ST010,2024-04-20,Completed,M-Pesa
ORD000301,CUST02853,ST004,2025-12-04,Completed,M-Pesa
ORD000302,CUST17945,ST012,2025-03-09,Completed,M-Pesa
ORD000303,CUST99999X,ST011,2025-12-06,Completed,Card
ORD000304,CUST02940,ST009,2025-03-07,Completed,M-Pesa
ORD000305,CUST08162,ST020,2025-01-15,Cancelled,M-Pesa
ORD000306,CUST13825,ST020,2024-11-27,Completed,Card
ORD000307,CUST03603,ST009,2024-06-28,Completed,M-Pesa
ORD000308,CUST13340,ST018,2025-11-12,Completed,Card
ORD000309,CUST13898,ST005,2024-01-13,Completed,M-Pesa
ORD000310,CUST18174,ST016,2025-09-17,Completed,M-Pesa
ORD000311,CUST08802,ST017,2025-11-18,Completed,M-Pesa
ORD000312,CUST15844,ST012,2025-03-27,Completed,Card
ORD000313,CUST09105,ST011,2024-07-04,Completed,M-Pesa
ORD000314,CUST03682,ST003,2025-05-08,Completed,Card
ORD000315,CUST10997,ST007,2025-07-11,Completed,Card
ORD000316,CUST18780,ST016,2025-02-27,Completed,Card
ORD000317,CUST05435,ST001,2024-01-07,Completed,M-Pesa
ORD066242,CUST16924,ST017,2025-10-26,Completed,M-Pesa
ORD000319,CUST00434,ST012,2025-12-22,Completed,Bank Transfer
ORD000320,CUST17246,ST001,2024-09-12,Completed,M-Pesa
ORD000321,CUST11530,ST002,2025-02-25,Completed,Cash
ORD000322,CUST12370,ST017,2024-06-01,Completed,M-Pesa
ORD000323,CUST07496,ST018,2025-12-21,Completed,Bank Transfer
ORD000324,CUST10994,ST001,2024-12-30,Completed,M-Pesa
ORD000325,CUST10797,ST002,2025-04-26,Completed,M-Pesa
ORD000326,CUST09147,ST002,2024-04-10,Completed,M-Pesa
ORD000327,CUST05753,ST019,2024-06-08,Completed,M-Pesa
ORD000328,CUST13900,ST013,2024-05-03,Completed,M-Pesa
ORD000329,CUST09208,ST016,2025-10-30,Completed,M-Pesa
ORD000330,CUST14135,ST003,2025-06-05,Returned,M-Pesa
ORD000331,CUST02074,ST006,2025-05-08,Completed,M-Pesa
ORD000332,CUST10196,ST015,2024-12-01,Completed,Card
ORD000333,CUST08042,ST017,2025-05-20,Completed,M-Pesa
ORD000334,CUST10760,ST016,2024-05-01,Completed,Card
ORD000335,CUST06348,ST004,2025-11-22,Completed,M-Pesa
ORD000336,CUST15285,ST017,2024-10-06,Completed,M-Pesa
ORD000337,CUST18597,ST019,2024-11-07,Completed,Card
ORD000338,CUST03310,ST017,2025-02-28,Completed,M-Pesa
ORD000339,CUST14877,ST014,2024-02-21,Completed,M-Pesa
ORD000340,CUST17271,ST002,2025-04-02,Completed,Card
ORD000341,CUST15060,ST007,2025-06-22,Completed,Card
ORD000342,CUST18955,ST018,2025-01-18,Completed,Card
ORD000343,CUST05425,ST007,2025-09-17,Completed,Cash
ORD000344,CUST11898,ST012,2024-06-19,Completed,M-Pesa
ORD000345,CUST12445,ST004,2024-07-04,Completed,Cash
ORD000346,CUST18902,ST015,2025-09-15,Completed,M-Pesa
ORD000347,CUST07383,ST018,2025-06-28,Completed,M-Pesa
ORD000348,CUST00456,ST001,2024-12-26,Completed,Card
ORD000349,CUST08767,ST006,2025-12-09,Completed,M-Pesa
ORD000350,CUST00334,ST005,2025-10-04,Completed,Cash
ORD000351,CUST15783,ST006,2024-01-04,Cancelled,Cash
ORD000352,CUST19099,ST018,2024-03-07,Completed,Bank Transfer
ORD000353,CUST15067,ST010,2024-11-05,Completed,Bank Transfer
ORD000354,CUST07641,ST011,2024-05-27,Completed,M-Pesa
ORD000355,CUST15181,ST001,2025-10-18,Completed,Card
ORD000356,CUST07967,ST011,2025-02-13,Completed,M-Pesa
ORD000357,CUST04010,ST007,2024-03-11,Completed,Card
ORD000358,CUST01945,ST011,2025-07-20,Completed,Card
ORD000359,CUST02286,ST014,2024-03-27,Completed,Card
ORD000360,CUST17060,ST015,2025-05-18,Completed,Card
ORD000361,CUST06606,ST001,2025-08-17,Completed,M-Pesa
ORD000362,CUST05981,ST005,2024-05-06,Returned,M-Pesa
ORD000363,CUST01855,ST003,2025-05-15,Completed,Cash
ORD064659,CUST08228,ST013,2024-04-09,Completed,Cash
ORD000365,CUST03807,ST018,2025-08-27,Completed,M-Pesa
ORD000366,CUST07623,ST020,2025-02-13,Completed,M-Pesa
ORD000367,CUST05253,ST017,2025-11-29,Completed,M-Pesa
ORD000368,CUST08574,ST017,2024-09-14,Cancelled,Card
ORD000369,CUST02906,ST001,2024-11-19,Completed,M-Pesa
ORD000370,CUST16138,ST014,2024-07-06,Completed,Cash
ORD000371,CUST13712,ST014,2025-11-06,Completed,Card
ORD000372,CUST00889,ST017,2024-01-29,Completed,Cash
ORD000373,CUST04417,ST014,2025-12-17,Completed,M-Pesa
ORD000374,CUST13718,ST014,2025-04-10,Completed,Card
ORD000375,CUST14880,ST020,2025-04-28,Completed,Card
ORD000376,CUST17269,ST014,2024-08-29,Completed,Card
ORD000377,CUST02534,ST013,2024-04-10,Completed,Card
ORD000378,CUST03805,ST002,2025-11-19,Cancelled,Card
ORD000379,CUST16585,ST017,2025-01-26,Completed,M-Pesa
ORD000380,CUST16929,ST006,2024-07-12,Completed,Card
ORD000381,CUST05820,ST015,2024-11-06,Completed,M-Pesa
ORD000382,CUST06194,ST012,2025-06-01,Cancelled,Cash
ORD000383,CUST13093,ST016,2024-05-08,Completed,M-Pesa
ORD000384,CUST10184,ST004,2025-10-31,Completed,Card
ORD000385,CUST12678,ST015,2024-04-02,Completed,Cash
ORD000386,CUST01114,ST017,2025-05-03,Completed,M-Pesa
ORD000387,CUST02735,ST003,2024-01-23,Completed,Cash
ORD081522,CUST09803,ST010,2024-09-12,Completed,M-Pesa
ORD000389,CUST12565,ST017,2025-10-02,Completed,Card
ORD000390,CUST03559,ST008,2024-08-31,Completed,Card
ORD000391,CUST18375,ST010,2025-04-08,Completed,M-Pesa
ORD000392,CUST05037,ST010,2025-02-12,Completed,M-Pesa
ORD000393,CUST06591,ST001,2024-05-08,Cancelled,Bank Transfer
ORD000394,CUST12451,ST002,2024-06-25,Completed,M-Pesa
ORD000395,CUST08461,ST007,2024-03-13,Completed,Card
ORD000396,CUST00418,ST001,2024-05-10,Completed,Bank Transfer
ORD000397,CUST01736,ST013,2025-01-17,Completed,M-Pesa
ORD000398,CUST00464,ST004,2024-05-27,Completed,M-Pesa
ORD000399,CUST16772,ST010,2024-06-30,Completed,M-Pesa
ORD000400,CUST05698,ST005,2025-11-13,Completed,Cash
ORD000401,CUST16684,ST006,2025-03-10,Completed,Card
ORD000402,CUST02851,ST014,2024-03-29,Completed,M-Pesa
ORD000403,CUST14630,ST009,2024-09-18,Completed,Cash
ORD000404,CUST02027,ST011,2024-12-02,Completed,M-Pesa
ORD000405,CUST13395,ST017,2025-11-13,Completed,Cash
ORD000406,CUST12346,ST016,2025-03-23,Completed,M-Pesa
ORD000407,CUST12399,ST001,2024-04-26,Completed,M-Pesa
ORD000408,CUST08250,ST012,2025-06-30,Completed,M-Pesa
ORD000409,CUST00900,ST017,2024-09-26,Completed,M-Pesa
ORD000410,CUST19850,ST005,2025-05-28,Completed,Card
ORD000411,CUST15037,ST007,2025-02-20,Returned,M-Pesa
ORD000412,CUST15964,ST011,2024-01-27,Completed,Card
ORD000413,CUST03839,ST013,2025-07-29,Completed,Card
ORD000414,CUST07910,ST017,2025-07-09,Completed,M-Pesa
ORD000415,CUST16940,ST006,2024-03-30,Completed,M-Pesa
ORD000416,CUST07008,ST011,2024-02-23,Completed,M-Pesa
ORD000417,CUST03612,ST003,2025-04-23,Completed,Card
ORD000418,CUST13749,ST011,2024-10-29,Completed,M-Pesa
ORD000419,CUST19925,ST020,2025-03-28,Completed,Cash
ORD000420,CUST06749,ST010,2025-12-12,Completed,M-Pesa
ORD000421,CUST07896,ST016,2024-09-11,Completed,Cash
ORD000422,CUST14679,ST004,2024-02-09,Returned,M-Pesa
ORD000423,CUST11093,ST003,2025-08-09,Returned,M-Pesa
ORD000424,CUST03223,ST011,2024-02-20,Completed,M-Pesa
ORD000425,CUST16078,ST018,2025-05-13,Completed,Card
ORD000426,CUST10183,ST008,2025-03-08,Completed,Card
ORD000427,CUST19636,ST008,2024-05-16,Completed,M-Pesa
