order_item_id,order_id,product_id,quantity,unit_price,discount,discount_pct
ITEM0000081,ORD000043,,1.0,2167.61,0.0,0.0
ITEM0000082,ORD000043,,1.0,663.74,0.15,0.15
ITEM0000083,ORD000044,,1.0,8545.06,0.15,0.15
ITEM0000084,ORD000044,,3.0,2121.79,0.1,0.1
ITEM0000085,ORD000045,,2.0,1199.79,0.0,0.0
ITEM0000086,ORD000046,,1.0,2571.9,0.1,0.1
ITEM0000087,ORD000047,,1.0,946.88,0.0,0.0
ITEM0000088,ORD000047,,2.0,400.57,0.1,0.1
ITEM0000089,ORD000048,,2.0,450.6,0.15,0.15
ITEM0000090,ORD000049,,1.0,27206.18,0.05,0.05
ITEM0000091,ORD000050,,3.0,2217.07,0.05,0.05
ITEM0000092,ORD000050,,3.0,7471.11,0.05,0.05
ITEM0000093,ORD000051,,1.0,143.83,0.05,0.05
ITEM0000094,ORD000051,,1.0,1966.38,0.1,0.1
ITEM0000095,ORD000051,,1.0,3961.07,0.05,0.05
ITEM0000096,ORD000051,,4.0,384.86,0.05,0.05
ITEM0000097,ORD000052,,2.0,25968.33,0.15,0.15
ITEM0000098,ORD000052,,2.0,143.5,0.0,0.0
ITEM0000099,ORD000052,,2.0,460.27,0.1,0.1
ITEM0000100,ORD000053,,5.0,725.96,0.05,0.05
ITEM0000101,ORD000054,,1.0,10423.36,0.05,0.05
ITEM0000102,ORD000055,,1.0,1112.08,0.05,0.05
ITEM0000103,ORD000055,,3.0,3283.4,0.15,0.15
ITEM0000104,ORD000055,,1.0,9098.57,0.0,0.0
ITEM0000105,ORD000056,,5.0,4773.39,0.0,0.0
ITEM0000106,ORD000057,,1.0,4913.87,0.0,0.0
ITEM0000107,ORD000058,,1.0,13427.23,0.1,0.1
ITEM0000108,ORD000059,,1.0,7493.47,0.0,0.0
ITEM0000109,ORD000059,,1.0,27109.72,0.0,0.0
ITEM0000110,ORD000060,,5.0,4452.02,0.15,0.15
ITEM0000111,ORD000061,,2.0,894.38,0.0,0.0
ITEM0000112,ORD000062,,2.0,4909.46,0.1,0.1
ITEM0000113,ORD000062,,1.0,3250.23,0.05,0.05
ITEM0000114,ORD000062,,1.0,380.64,0.1,0.1
ITEM0000115,ORD000063,,4.0,1701.61,0.15,0.15
ITEM0000116,ORD000064,,3.0,26936.65,0.05,0.05
ITEM0000117,ORD000065,,1.0,6469.87,0.1,0.1
ITEM0000118,ORD000066,,4.0,11558.08,0.0,0.0
ITEM0000119,ORD000066,,2.0,9175.91,0.15,0.15
ITEM0000120,ORD000067,,5.0,6355.61,0.0,0.0
ITEM0000121,ORD000068,,3.0,29019.7,0.05,0.05
ITEM0000122,ORD000069,,1.0,7387.27,0.0,0.0
ITEM0000123,ORD000070,,1.0,5655.37,0.15,0.15
ITEM0000124,ORD000070,,1.0,389.79,0.0,0.0
ITEM0000125,ORD000070,,1.0,10191.62,0.15,0.15
ITEM0000126,ORD000071,,1.0,146.89,0.1,0.1
ITEM0000127,ORD000072,,2.0,3951.08,0.0,0.0
ITEM0000128,ORD000072,,1.0,2231.29,0.05,0.05
ITEM0000129,ORD000072,,2.0,3398.16,0.0,0.0
ITEM0000130,ORD000072,,1.0,7043.33,0.05,0.05
ITEM0000131,ORD000073,,1.0,1917.98,0.2,0.2
ITEM0000132,ORD000073,,1.0,7460.67,0.0,0.0
ITEM0000133,ORD000074,,3.0,6875.48,0.0,0.0
ITEM0000134,ORD000075,,1.0,837.71,0.05,0.05
ITEM0000135,ORD000075,,4.0,10103.29,0.1,0.1
ITEM0000136,ORD000075,,2.0,6803.4,0.05,0.05
ITEM0000137,ORD000076,,1.0,6428.75,0.1,0.1
ITEM0000138,ORD000076,,1.0,3266.63,0.0,0.0
ITEM0000139,ORD000076,,2.0,6893.37,0.0,0.0
ITEM0000140,ORD000076,,4.0,21305.85,0.05,0.05
ITEM0000141,ORD000077,,3.0,1511.72,0.0,0.0
ITEM0000142,ORD000077,,3.0,26912.18,0.05,0.05
ITEM0000143,ORD000078,,1.0,7361.73,0.1,0.1
ITEM0000144,ORD000079,,3.0,1016.14,0.1,0.1
ITEM0000145,ORD000080,,1.0,829.88,0.1,0.1
ITEM0000146,ORD000080,,1.0,7096.0,0.0,0.0
ITEM0000147,ORD000080,,1.0,2661.07,0.1,0.1
ITEM0000148,ORD000081,,1.0,9769.82,0.1,0.1
ITEM0000149,ORD000082,,1.0,1030.63,0.15,0.15
ITEM0000150,ORD000083,,1.0,2787.8,0.0,0.0
ITEM0000151,ORD000084,,2.0,940.21,0.15,0.15
ITEM0000152,ORD000085,,1.0,6092.05,0.1,0.1
ITEM0000153,ORD000085,,1.0,1592.03,0.1,0.1
ITEM0000154,ORD000086,,1.0,10153.53,0.0,0.0
ITEM0000155,ORD000086,,4.0,923.29,0.0,0.0
ITEM0000156,ORD000086,,5.0,7290.11,0.05,0.05
ITEM0000157,ORD000087,,1.0,387.38,0.1,0.1
ITEM0000158,ORD000088,,1.0,6552.69,0.0,0.0
ITEM0000159,ORD000088,,1.0,2593.21,0.0,0.0
ITEM0000160,ORD000089,,1.0,380.66,0.15,0.15
ITEM0000161,ORD000089,,1.0,6921.11,0.15,0.15
ITEM0000162,ORD000090,,3.0,385.61,0.0,0.0
ITEM0000163,ORD000090,,1.0,32210.7,0.1,0.1
ITEM0000164,ORD000091,,3.0,3170.04,0.0,0.0
ITEM0000165,ORD000091,,1.0,2028.78,0.1,0.1
ITEM0000166,ORD000091,,1.0,3969.8,0.15,0.15
ITEM0000167,ORD000091,,1.0,4475.96,0.15,0.15
ITEM0000168,ORD000091,,2.0,9844.74,0.05,0.05
ITEM0000169,ORD000092,,2.0,6498.66,0.05,0.05
ITEM0000170,ORD000093,,1.0,149.53,0.15,0.15
ITEM0000171,ORD000093,,1.0,32901.24,0.0,0.0
ITEM0000172,ORD000094,,1.0,2197.18,0.15,0.15
ITEM0000173,ORD000095,,1.0,7978.55,0.05,0.05
ITEM0000174,ORD000095,,1.0,895.62,0.1,0.1
ITEM0000175,ORD000095,,1.0,734.85,0.15,0.15
ITEM0000176,ORD000096,,1.0,2158.4,0.15,0.15
ITEM0000177,ORD000096,,1.0,3158.12,0.15,0.15
ITEM0000178,ORD000097,,1.0,1011.74,0.0,0.0
ITEM0000179,ORD000097,,2.0,2566.48,0.1,0.1
ITEM0000180,ORD000098,,1.0,7740.3,0.2,0.2
ITEM0000181,ORD000099,,2.0,4524.45,0.1,0.1
ITEM0000182,ORD000100,,2.0,4514.72,0.0,0.0
ITEM0000183,ORD000100,,3.0,2730.46,0.1,0.1
ITEM0000184,ORD000100,,1.0,345.77,0.0,0.0
ITEM0000185,ORD000101,,1.0,456.29,0.15,0.15
ITEM0000186,ORD000102,,1.0,60269.71,0.1,0.1
ITEM0000187,ORD000102,,1.0,7064.73,0.15,0.15
ITEM0000188,ORD000103,,1.0,3008.56,0.15,0.15
ITEM0000189,ORD000104,,1.0,6666.17,0.05,0.05
ITEM0000190,ORD000105,,4.0,3419.86,0.0,0.0
ITEM0000191,ORD000106,,1.0,26524.25,0.0,0.0
ITEM0000192,ORD000106,,3.0,7497.52,0.0,0.0
ITEM0000193,ORD000107,,1.0,314.55,0.1,0.1
ITEM0000194,ORD000107,,1.0,6632.46,0.0,0.0
ITEM0000195,ORD000108,,4.0,2794.11,0.1,0.1
ITEM0000196,ORD000109,,1.0,6924.42,0.0,0.0
ITEM0000197,ORD000109,,2.0,5835.39,0.15,0.15
ITEM0000198,ORD000110,,1.0,4690.35,0.0,0.0
ITEM0000199,ORD000110,,1.0,4448.05,0.1,0.1
ITEM0000200,ORD000110,,2.0,7114.33,0.05,0.05
ITEM0000201,ORD000111,,1.0,11863.37,0.05,0.05
ITEM0000202,ORD000112,,1.0,1953.96,0.0,0.0
ITEM0000203,ORD000112,,1.0,4476.57,0.05,0.05
ITEM0000204,ORD000113,,3.0,1692.14,0.0,0.0
ITEM0000205,ORD000114,,1.0,713.15,0.15,0.15
ITEM0000206,ORD000115,,2.0,11847.19,0.05,0.05
ITEM0000207,ORD000116,,1.0,28307.37,0.0,0.0
ITEM0000208,ORD000116,,3.0,27496.5,0.05,0.05
ITEM0000209,ORD000116,,2.0,4957.17,0.05,0.05
ITEM0000210,ORD000116,,1.0,309.74,0.05,0.05
ITEM0000211,ORD000116,,1.0,27132.86,0.0,0.0
ITEM0000212,ORD000117,,1.0,7100.69,0.0,0.0
ITEM0000213,ORD000117,,1.0,8269.36,0.1,0.1
ITEM0000214,ORD000117,,1.0,146.14,0.0,0.0
ITEM0000215,ORD000118,,2.0,308.2,0.1,0.1
ITEM0000216,ORD000119,,1.0,7243.85,0.0,0.0
ITEM0000217,ORD000120,,2.0,6998.84,0.15,0.15
ITEM0000218,ORD000120,,2.0,58505.93,0.1,0.1
ITEM0000219,ORD000120,,2.0,5176.82,0.2,0.2
ITEM0000220,ORD000121,,1.0,6696.04,0.0,0.0
ITEM0000221,ORD000121,,1.0,1014.5,0.0,0.0
ITEM0000222,ORD000121,,1.0,5717.13,0.05,0.05
ITEM0000223,ORD000121,,1.0,2133.09,0.1,0.1
ITEM0000224,ORD000122,,2.0,1034.25,0.05,0.05
ITEM0000225,ORD000122,,2.0,9514.46,0.1,0.1
ITEM0000226,ORD000123,,1.0,9911.75,0.0,0.0
ITEM0000227,ORD000123,,1.0,32775.25,0.1,0.1
ITEM0000228,ORD000123,,2.0,306.0,0.0,0.0
ITEM0000229,ORD000124,,1.0,3205.89,0.15,0.15
ITEM0000230,ORD000124,,1.0,12101.96,0.0,0.0
ITEM0000231,ORD000125,,2.0,1163.51,0.15,0.15
ITEM0000232,ORD000125,,1.0,2860.99,0.0,0.0
ITEM0000233,ORD000125,,3.0,10347.11,0.05,0.05
ITEM0000234,ORD000126,,3.0,1565.04,0.05,0.05
ITEM0000235,ORD000127,,1.0,402.63,0.0,0.0
ITEM0000236,ORD000127,,1.0,8283.9,0.0,0.0
ITEM0000237,ORD000127,,2.0,5402.58,0.0,0.0
ITEM0000238,ORD000127,,2.0,1626.27,0.1,0.1
ITEM0000239,ORD000128,,1.0,7338.85,0.2,0.2
ITEM0000240,ORD000129,,2.0,9712.03,0.05,0.05
ITEM0000241,ORD000129,,2.0,451.5,0.1,0.1
ITEM0000242,ORD000129,,1.0,2336.78,0.05,0.05
ITEM0000243,ORD000130,,3.0,6677.89,0.0,0.0
ITEM0000244,ORD000130,,3.0,73966.11,0.0,0.0
ITEM0000245,ORD000131,,2.0,462.97,0.05,0.05
ITEM0000246,ORD000132,,4.0,9120.66,0.05,0.05
ITEM0000247,ORD000132,,1.0,6810.72,0.05,0.05
ITEM0000248,ORD000132,,2.0,1384.58,0.15,0.15
ITEM0000249,ORD000132,,1.0,5553.88,0.1,0.1
ITEM0000250,ORD000133,,1.0,718.75,0.0,0.0
ITEM0000251,ORD000134,,1.0,3161.0,0.1,0.1
ITEM0000252,ORD000135,,2.0,5993.3,0.1,0.1
ITEM0000253,ORD000135,,1.0,917.02,0.55,0.55
ITEM0000254,ORD000135,,1.0,9925.74,0.1,0.1
ITEM0000255,ORD000136,,2.0,1047.8,0.05,0.05
ITEM0000256,ORD000137,,1.0,672.41,0.0,0.0
ITEM0000257,ORD000138,,1.0,300.95,0.1,0.1
ITEM0000258,ORD000138,,4.0,2173.16,0.0,0.0
ITEM0000259,ORD000139,,1.0,401.32,0.1,0.1
ITEM0000260,ORD000140,,1.0,5442.28,0.05,0.05
ITEM0000261,ORD000141,,4.0,6862.83,0.0,0.0
ITEM0000262,ORD000141,,3.0,2252.95,0.05,0.05
ITEM0000263,ORD000142,,2.0,9175.07,0.0,0.0
ITEM0000264,ORD000143,,1.0,299.73,0.0,0.0
ITEM0000265,ORD000144,,4.0,832.46,0.1,0.1
ITEM0000266,ORD000144,,2.0,1677.18,0.0,0.0
ITEM0000267,ORD000144,,2.0,4471.83,0.05,0.05
ITEM0000268,ORD000145,,1.0,4502.21,0.0,0.0
ITEM0000269,ORD000146,,1.0,4495.46,0.0,0.0
ITEM0000270,ORD000146,,3.0,4859.56,0.05,0.05
ITEM0000271,ORD000146,,4.0,1026.92,0.05,0.05
ITEM0000272,ORD000147,,1.0,6458.33,0.0,0.0
ITEM0000273,ORD000148,,2.0,9839.52,0.0,0.0
ITEM0000274,ORD000148,,3.0,1171.2,0.0,0.0
ITEM0000275,ORD000149,,1.0,9303.49,0.05,0.05
ITEM0000276,ORD000149,,2.0,29150.78,0.05,0.05
ITEM0000277,ORD000149,,4.0,6038.73,0.1,0.1
ITEM0000278,ORD000149,,2.0,4617.0,0.05,0.05
ITEM0000279,ORD000150,,2.0,726.63,0.0,0.0
ITEM0000280,ORD000150,,1.0,308.74,0.2,0.2
ITEM0000281,ORD000151,,1.0,57928.06,0.0,0.0
ITEM0000282,ORD000151,,2.0,7962.91,0.0,0.0
ITEM0000283,ORD000151,,1.0,1123.15,0.1,0.1
ITEM0000284,ORD000151,,1.0,740.72,0.0,0.0
ITEM0000285,ORD000152,,1.0,1027.46,0.1,0.1
ITEM0000286,ORD000153,,2.0,1585.91,0.1,0.1
ITEM0000287,ORD000153,,1.0,2016.74,0.0,0.0
ITEM0000288,ORD000154,,1.0,5648.77,0.0,0.0
ITEM0000289,ORD000155,,1.0,25470.08,0.05,0.05
ITEM0000290,ORD000156,,2.0,60952.64,0.0,0.0
ITEM0000291,ORD000156,,2.0,672.14,0.15,0.15
ITEM0000292,ORD000157,,1.0,108754.51,0.0,0.0
ITEM0000293,ORD000158,,4.0,8306.34,0.05,0.05
ITEM0000294,ORD000158,,1.0,103696.07,0.05,0.05
ITEM0000295,ORD000159,,2.0,4482.41,0.0,0.0
ITEM0000296,ORD000159,,1.0,27155.06,0.05,0.05
ITEM0000297,ORD000159,,1.0,955.37,0.0,0.0
ITEM0000298,ORD000160,,1.0,9861.87,0.0,0.0
ITEM0000299,ORD000160,,1.0,2911.4,0.15,0.15
ITEM0000300,ORD000161,,1.0,6769.71,0.0,0.0
ITEM0000301,ORD000162,,1.0,1014.44,0.0,0.0
ITEM0000302,ORD000163,,1.0,2091.13,0.05,0.05
ITEM0000303,ORD000163,,2.0,2817.79,0.05,0.05
ITEM0000304,ORD000163,,1.0,6765.88,0.05,0.05
ITEM0000305,ORD000164,,1.0,9997.96,0.15,0.15
ITEM0000306,ORD000165,,2.0,2671.83,0.0,0.0
ITEM0000307,ORD000165,,4.0,4521.25,0.05,0.05
ITEM0000308,ORD000166,,2.0,2788.98,0.05,0.05
ITEM0000309,ORD000166,,2.0,10229.21,0.0,0.0
ITEM0000310,ORD000166,,1.0,13495.58,0.2,0.2
ITEM0000311,ORD000166,,3.0,4323.61,0.15,0.15
ITEM0000312,ORD000166,,1.0,2359.67,0.0,0.0
ITEM0000313,ORD000167,,1.0,20715.78,0.1,0.1
ITEM0000314,ORD000167,,4.0,6998.33,0.0,0.0
ITEM0000315,ORD000167,,1.0,11924.6,0.0,0.0
ITEM0000316,ORD000167,,1.0,5569.5,0.05,0.05
ITEM0000317,ORD000168,,2.0,3231.47,0.15,0.15
ITEM0000318,ORD000168,,1.0,5709.95,0.0,0.0
ITEM0000319,ORD000169,,2.0,5437.62,0.0,0.0
ITEM0000320,ORD000170,,1.0,11425.52,0.1,0.1
ITEM0000321,ORD000171,,1.0,1582.82,0.2,0.2
ITEM0000322,ORD000172,,1.0,3282.4,0.1,0.1
ITEM0000323,ORD000173,,3.0,380.54,0.15,0.15
ITEM0000324,ORD000173,,1.0,6837.46,0.1,0.1
ITEM0000325,ORD000174,,1.0,350.91,0.05,0.05
ITEM0000326,ORD000174,,1.0,1305.34,0.0,0.0
ITEM0000327,ORD000174,,1.0,3423.94,0.1,0.1
ITEM0000328,ORD000175,,4.0,2829.55,0.0,0.0
ITEM0000329,ORD000175,,1.0,1223.05,0.15,0.15
ITEM0000330,ORD000175,,1.0,149.13,0.15,0.15
ITEM0000331,ORD000175,,1.0,29152.93,0.1,0.1
ITEM0000332,ORD000176,,1.0,5927.72,0.05,0.05
ITEM0000333,ORD000176,,4.0,5788.06,0.15,0.15
ITEM0000334,ORD000177,,3.0,355.62,0.05,0.05
ITEM0000335,ORD000177,,1.0,7707.45,0.1,0.1
ITEM0000336,ORD000178,,1.0,4515.24,0.15,0.15
ITEM0000337,ORD000179,,2.0,7044.04,0.0,0.0
ITEM0000338,ORD000180,,1.0,29368.05,0.05,0.05
ITEM0000339,ORD000180,,3.0,11554.74,0.05,0.05
ITEM0000340,ORD000180,,1.0,7381.97,0.05,0.05
ITEM0000341,ORD000181,,2.0,6963.59,0.05,0.05
ITEM0000342,ORD000182,,4.0,344.44,0.05,0.05
ITEM0000343,ORD000182,,1.0,350.57,0.15,0.15
ITEM0000344,ORD000183,,5.0,5176.64,0.05,0.05
ITEM0000345,ORD000184,,1.0,1522.63,0.0,0.0
ITEM0000346,ORD000185,,1.0,10005.19,0.0,0.0
ITEM0000347,ORD000186,,1.0,4372.21,0.0,0.0
ITEM0000348,ORD000186,,1.0,2585.08,0.0,0.0
ITEM0000349,ORD000186,,1.0,9861.1,0.15,0.15
ITEM0000350,ORD000187,,1.0,2003.01,0.05,0.05
ITEM0000351,ORD000188,,4.0,7631.89,0.05,0.05
ITEM0000352,ORD000189,,1.0,3389.29,0.05,0.05
ITEM0000353,ORD000189,,1.0,10199.93,0.1,0.1
ITEM0000354,ORD000190,,1.0,5668.88,0.05,0.05
ITEM0000355,ORD000190,,2.0,28269.11,0.2,0.2
ITEM0000356,ORD000191,,1.0,352.8,0.0,0.0
ITEM0000357,ORD000191,,3.0,8237.43,0.05,0.05
ITEM0000358,ORD000192,,2.0,664.52,0.05,0.05
ITEM0000359,ORD000193,,4.0,5903.81,0.05,0.05
ITEM0000360,ORD000193,,1.0,2979.81,0.05,0.05
ITEM0000361,ORD000193,,1.0,2231.05,0.1,0.1
ITEM0000362,ORD000194,,2.0,385.49,0.0,0.0
ITEM0000363,,,2.0,3390.07,0.05,0.05
ITEM0000364,ORD000196,,2.0,11187.34,0.15,0.15
ITEM0000365,ORD000196,,1.0,3052.05,0.15,0.15
ITEM0000366,ORD000196,,1.0,5895.21,0.1,0.1
ITEM0000367,ORD000196,,1.0,5143.78,0.1,0.1
ITEM0000368,ORD000197,,1.0,8083.71,0.05,0.05
ITEM0000369,ORD000198,,1.0,1675.56,0.0,0.0
ITEM0000370,ORD000198,,2.0,5990.9,0.1,0.1
ITEM0000371,ORD000198,,2.0,7449.61,0.0,0.0
ITEM0000372,ORD000198,,3.0,2143.86,0.0,0.0
ITEM0000373,ORD000198,,1.0,3380.42,0.05,0.05
ITEM0000374,ORD000199,,3.0,7789.83,0.0,0.0
ITEM0000375,ORD000199,,4.0,395.14,0.0,0.0
ITEM0000376,ORD000200,,2.0,2505.69,0.05,0.05
ITEM0000377,ORD000200,,2.0,8066.22,0.1,0.1
ITEM0000378,ORD000201,,3.0,1028.91,0.15,0.15
ITEM0000379,ORD000201,,1.0,2711.34,0.1,0.1
ITEM0000380,ORD000202,,1.0,394.54,0.2,0.2
ITEM0000381,ORD000203,,2.0,984.07,0.1,0.1
ITEM0000382,ORD000204,,,10248.59,0.15,0.15
ITEM0000383,ORD000204,,1.0,9151.96,0.1,0.1
ITEM0000384,ORD000204,,3.0,1383.68,0.05,0.05
ITEM0000385,ORD000204,,1.0,3042.89,0.05,0.05
ITEM0000386,ORD000205,,1.0,5724.85,0.1,0.1
ITEM0000387,ORD000205,,1.0,4551.43,0.0,0.0
ITEM0000388,ORD000205,,1.0,6741.82,0.0,0.0
ITEM0000389,ORD000205,,1.0,425.33,0.0,0.0
ITEM0000390,ORD000205,,2.0,7066.33,0.05,0.05
ITEM0000391,ORD000206,,1.0,146.61,0.0,0.0
ITEM0000392,ORD000206,,2.0,4652.89,0.1,0.1
ITEM0000393,ORD000206,,1.0,145.6,0.05,0.05
ITEM0000394,ORD000207,,2.0,935.85,0.1,0.1
ITEM0000395,ORD000208,,1.0,1608.36,0.0,0.0
ITEM0000396,ORD000208,,2.0,76007.55,0.0,0.0
ITEM0000397,ORD000208,,3.0,11604.72,0.15,0.15
ITEM0000398,ORD000209,,3.0,1382.84,0.05,0.05
ITEM0000399,ORD000209,,1.0,2643.43,0.0,0.0
ITEM0000400,ORD000210,,3.0,6898.59,0.0,0.0
ITEM0000401,ORD000210,,1.0,2233.24,0.05,0.05
ITEM0000402,ORD000210,,4.0,144.57,0.0,0.0
ITEM0000403,ORD000211,,2.0,1350.1,0.0,0.0
ITEM0000404,ORD000212,,3.0,75937.7,0.1,0.1
ITEM0000405,ORD000213,,3.0,3205.08,0.05,0.05
ITEM0000406,ORD000214,,1.0,27225.93,0.0,0.0
ITEM0000407,ORD000214,,1.0,988.61,0.0,0.0
ITEM0000408,ORD000214,,2.0,1025.21,0.0,0.0
ITEM0000409,ORD000215,,1.0,1957.94,0.05,0.05
ITEM0000410,ORD000216,,5.0,7412.94,0.0,0.0
ITEM0000411,ORD000216,,1.0,399.34,0.15,0.15
ITEM0000412,ORD000216,,2.0,1871.35,0.0,0.0
ITEM0000413,ORD000217,,1.0,7510.65,0.0,0.0
ITEM0000414,ORD000217,,3.0,10120.47,0.05,0.05
ITEM0000415,ORD000218,,4.0,6472.12,0.05,0.05
ITEM0000416,ORD000218,,2.0,7599.35,0.0,0.0
ITEM0000417,ORD000219,,3.0,2159.44,0.15,0.15
ITEM0000418,ORD000220,,1.0,396.0,0.05,0.05
ITEM0000419,ORD000220,,1.0,3185.37,0.2,0.2
ITEM0000420,ORD000221,,1.0,2791.74,0.0,0.0
ITEM0000421,ORD000222,,1.0,727.02,0.2,0.2
ITEM0000422,ORD000222,,1.0,6686.67,0.0,0.0
ITEM0000423,ORD000223,,2.0,6726.78,0.15,0.15
ITEM0000424,ORD000224,,2.0,7813.87,0.15,0.15
ITEM0000425,ORD000224,,3.0,1191.57,0.15,0.15
ITEM0000426,ORD000225,,1.0,26530.68,0.0,0.0
ITEM0000427,ORD000225,,2.0,1187.07,0.1,0.1
ITEM0000428,ORD000225,,2.0,11755.04,0.0,0.0
ITEM0000429,ORD000226,,1.0,4466.89,0.1,0.1
ITEM0000430,ORD000226,,1.0,305.33,1.2,1.2
ITEM0000431,ORD000227,,3.0,9956.6,0.05,0.05
ITEM0000432,ORD000228,,4.0,1989.56,0.05,0.05
ITEM0000433,ORD000229,,1.0,735.03,0.15,0.15
ITEM0000434,ORD000229,,1.0,11187.33,0.05,0.05
ITEM0000435,ORD000229,,1.0,9625.46,0.0,0.0
ITEM0000436,ORD000229,,1.0,694.72,0.15,0.15
ITEM0000437,ORD000230,,2.0,1030.17,0.05,0.05
ITEM0000438,ORD000231,,1.0,4610.34,0.0,0.0
