order_item_id,order_id,product_id,quantity,unit_price,discount
ITEM0000072,ORD000040,PR032,3,13808.52,0.0
ITEM0000073,ORD000040,PR073,1,2335.24,0.0
ITEM0000074,ORD000040,PR009,1,5610.49,0.1
ITEM0000075,ORD000041,PR080,2,3170.77,0.05
ITEM0000076,ORD000041,PR011,1,7642.22,0.2
ITEM0000077,ORD000042,PR011,2,7777.18,0.0
ITEM0000078,ORD000043,PR088,3,952.69,0.1
ITEM0000079,ORD000043,PR100,2,682.96,0.15
ITEM0000080,ORD000043,PR057,1,7396.03,0.0
ITEM0000081,ORD000043,PR019,1,2167.61,0.0
ITEM0000082,ORD000043,PR098,1,663.74,0.15
ITEM0000083,ORD000044,PR047,1,8545.06,0.15
ITEM0000084,ORD000044,PR020,3,2121.79,0.1
ITEM0000085,ORD000045,PR068,2,1199.79,0.0
ITEM0000086,ORD000046,PR007,1,2571.9,0.1
ITEM0000087,ORD000047,PR088,1,946.88,0.0
ITEM0000088,ORD000047,PR082,2,400.57,0.1
ITEM0000089,ORD000048,PR089,2,450.6,0.15
ITEM0000090,ORD000049,PR035,1,27206.18,0.05
ITEM0000091,ORD000050,PR020,3,2217.07,0.05
ITEM0000092,ORD000050,PR046,3,7471.11,0.05
ITEM0000093,ORD000051,PR096,1,143.83,0.05
ITEM0000094,ORD000051,PR045,1,1966.38,0.1
ITEM0000095,ORD000051,PR015,1,3961.07,0.05
ITEM0000096,ORD000051,PR090,4,384.86,0.05
ITEM0000097,ORD000052,PR029,2,25968.33,0.15
ITEM0000098,ORD000052,PR096,2,143.5,0.0
ITEM0000099,ORD000052,PR089,2,460.27,0.1
ITEM0000100,ORD000053,PR093,5,725.96,0.05
ITEM0000101,ORD000054,PR018,1,10423.36,0.05
ITEM0000102,ORD000055,PR071,1,1112.08,0.05
ITEM0000103,ORD000055,PR044,3,3283.4,0.15
ITEM0000104,ORD000055,PR014,1,9098.57,0.0
ITEM0000105,ORD000056,PR025,5,4773.39,0.0
ITEM0000106,ORD000057,PR059,1,4913.87,0.0
ITEM0000107,ORD000058,PR032,1,13427.23,0.1
ITEM0000108,ORD000059,PR013,1,7493.47,0.0
ITEM0000109,ORD000059,PR035,1,27109.72,0.0
ITEM0000110,ORD000060,PR041,5,4452.02,0.15
ITEM0000111,ORD000061,PR081,2,894.38,0.0
ITEM0000112,ORD000062,PR039,2,4909.46,0.1
ITEM0000113,ORD000062,PR048,1,3250.23,0.05
ITEM0000114,ORD000062,PR090,1,380.64,0.1
ITEM0000115,ORD000063,PR064,4,1701.61,0.15
ITEM0000116,ORD000064,PR024,3,26936.65,0.05
ITEM0000117,ORD000065,PR001,1,6469.87,0.1
ITEM0000118,ORD000066,PR043,4,6647.97,0.0
ITEM0000119,ORD000066,PR014,2,9175.91,0.15
ITEM0000120,ORD000067,PR050,5,6355.61,0.0
ITEM0000121,ORD000068,PR023,3,29019.7,0.05
ITEM0000122,ORD000069,PR054,1,7387.27,0.0
ITEM0000123,ORD000070,PR028,1,5655.37,0.15
ITEM0000124,ORD000070,PR090,1,389.79,0.0
ITEM0000125,ORD000070,PR066,1,10191.62,0.15
ITEM0000126,ORD000071,PR096,1,146.89,0.1
ITEM0000127,ORD000072,PR015,2,3951.08,0.0
ITEM0000128,ORD000072,PR019,1,2231.29,0.05
ITEM0000129,ORD000072,PR044,2,3398.16,0.0
ITEM0000130,ORD000072,PR017,1,7043.33,0.05
ITEM0000131,ORD000073,PR076,1,1917.98,0.2
ITEM0000132,ORD000073,PR011,1,7460.67,0.0
ITEM0000133,ORD000074,PR033,3,6875.48,0.0
ITEM0000134,ORD000075,PR074,1,837.71,0.05
ITEM0000135,ORD000075,PR058,4,10103.29,0.1
ITEM0000136,ORD000075,PR017,2,6803.4,0.05
ITEM0000137,ORD000076,PR050,1,6428.75,0.1
ITEM0000138,ORD000076,PR080,1,3266.63,0.0
ITEM0000139,ORD000076,PR049,2,6893.37,0.0
ITEM0000140,ORD000076,PR027,4,21305.85,0.05
ITEM0000141,ORD000077,PR065,3,1511.72,0.0
ITEM0000142,ORD000077,PR035,3,26912.18,0.05
ITEM0000143,ORD000078,PR057,1,7361.73,0.1
ITEM0000144,ORD000079,PR063,3,1016.14,0.1
ITEM0000145,ORD000080,PR074,1,829.88,0.1
ITEM0000146,ORD000080,PR033,1,7096.0,0.0
ITEM0000147,ORD000080,PR007,1,2661.07,0.1
ITEM0000148,ORD000081,PR058,1,9769.82,0.1
ITEM0000149,ORD000082,PR094,1,1030.63,0.15
ITEM0000150,ORD000083,PR052,1,2787.8,0.0
ITEM0000151,ORD000084,PR088,2,940.21,0.15
ITEM0000152,ORD000085,PR038,1,6092.05,0.1
ITEM0000153,ORD000085,PR065,1,1592.03,0.1
ITEM0000154,ORD000086,PR066,1,10153.53,0.0
ITEM0000155,ORD000086,PR081,4,923.29,0.0
ITEM0000156,ORD000086,PR057,5,7290.11,0.05
ITEM0000157,ORD000087,PR097,1,387.38,0.1
ITEM0000158,ORD000088,PR049,1,6552.69,0.0
ITEM0000159,ORD000088,PR007,1,2593.21,0.0
ITEM0000160,ORD000089,PR090,1,380.66,0.15
ITEM0000161,ORD000089,PR021,1,6921.11,0.15
ITEM0000162,ORD000090,PR082,3,385.61,0.0
ITEM0000163,ORD000090,PR004,1,32210.7,0.1
ITEM0000164,ORD000091,PR079,3,3170.04,0.0
ITEM0000165,ORD000091,PR045,1,2028.78,0.1
ITEM0000166,ORD000091,PR015,1,3969.8,0.15
ITEM0000167,ORD000091,PR056,1,4475.96,0.15
ITEM0000168,ORD000091,PR070,2,9844.74,0.05
ITEM0000169,ORD000092,PR001,2,6498.66,0.05
ITEM0000170,ORD000093,PR096,1,149.53,0.15
ITEM0000171,ORD000093,PR004,1,32901.24,0.0
ITEM0000172,ORD000094,PR077,1,2197.18,0.15
ITEM0000173,ORD000095,PR022,1,7978.55,0.05
ITEM0000174,ORD000095,PR081,1,895.62,0.1
ITEM0000175,ORD000095,PR093,1,734.85,0.15
ITEM0000176,ORD000096,PR031,1,2158.4,0.15
ITEM0000177,ORD000096,PR080,1,3158.12,0.15
ITEM0000178,ORD000097,PR063,1,1011.74,0.0
ITEM0000179,ORD000097,PR053,2,2566.48,0.1
ITEM0000180,ORD000098,PR011,1,7740.3,0.2
ITEM0000181,ORD000099,PR042,2,4524.45,0.1
ITEM0000182,ORD000100,PR056,2,4514.72,0.0
ITEM0000183,ORD000100,PR052,3,2730.46,0.1
ITEM0000184,ORD000100,PR086,1,345.77,0.0
ITEM0000185,ORD000101,PR089,1,456.29,0.15
ITEM0000186,ORD000102,PR008,1,60269.71,0.1
ITEM0000187,ORD000102,PR033,1,7064.73,0.15
ITEM0000188,ORD000103,PR075,1,3008.56,0.15
ITEM0000189,ORD000104,PR021,1,6666.17,0.05
ITEM0000190,ORD000105,PR044,4,3419.86,0.0
ITEM0000191,ORD000106,PR035,1,26524.25,0.0
ITEM0000192,ORD000106,PR013,3,7497.52,0.0
ITEM0000193,ORD000107,PR084,1,314.55,0.1
ITEM0000194,ORD000107,PR001,1,6632.46,0.0
ITEM0000195,ORD000108,PR067,4,2794.11,0.1
ITEM0000196,ORD000109,PR017,1,6924.42,0.0
ITEM0000197,ORD000109,PR038,2,5835.39,0.15
ITEM0000198,ORD000110,PR026,1,4690.35,0.0
ITEM0000199,ORD000110,PR041,1,4448.05,0.1
ITEM0000200,ORD000110,PR033,2,7114.33,0.05
ITEM0000201,ORD000111,PR040,1,11863.37,0.05
ITEM0000202,ORD000112,PR045,1,1953.96,0.0
ITEM0000203,ORD000112,PR005,1,4476.57,0.05
ITEM0000204,ORD000113,PR064,3,1692.14,0.0
ITEM0000205,ORD000114,PR093,1,713.15,0.15
ITEM0000206,ORD000115,PR040,2,11847.19,0.05
ITEM0000207,ORD000116,PR024,1,28307.37,0.0
ITEM0000208,ORD000116,PR024,3,27496.5,0.05
ITEM0000209,ORD000116,PR059,2,4957.17,0.05
ITEM0000210,ORD000116,PR084,1,309.74,0.05
ITEM0000211,ORD000116,PR035,1,27132.86,0.0
ITEM0000212,ORD000117,PR054,1,7100.69,0.0
ITEM0000213,ORD000117,PR078,1,8269.36,0.1
ITEM0000214,ORD000117,PR096,1,146.14,0.0
ITEM0000215,ORD000118,PR084,2,308.2,0.1
ITEM0000216,ORD000119,PR013,1,7243.85,0.0
ITEM0000217,ORD000120,PR043,2,6998.84,0.15
ITEM0000218,ORD000120,PR008,2,58505.93,0.1
ITEM0000219,ORD000120,PR030,2,5176.82,0.2
ITEM0000220,ORD000121,PR001,1,6696.04,0.0
ITEM0000221,ORD000121,PR085,1,1014.5,0.0
ITEM0000222,ORD000121,PR036,1,5717.13,0.05
ITEM0000223,ORD000121,PR031,1,2133.09,0.1
ITEM0000224,ORD000122,PR094,2,1034.25,0.05
ITEM0000225,ORD000122,PR051,2,9514.46,0.1
ITEM0000226,ORD000123,PR066,1,9911.75,0.0
ITEM0000227,ORD000123,PR004,1,32775.25,0.1
ITEM0000228,ORD000123,PR084,2,306.0,0.0
ITEM0000229,ORD000124,PR048,1,3205.89,0.15
ITEM0000230,ORD000124,PR016,1,12101.96,0.0
ITEM0000231,ORD000125,PR068,2,1163.51,0.15
ITEM0000232,ORD000125,PR091,1,1562.5,0.0
ITEM0000233,ORD000125,PR018,3,10347.11,0.05
ITEM0000234,ORD000126,PR091,3,1565.04,0.05
ITEM0000235,ORD000127,PR099,1,402.63,0.0
ITEM0000236,ORD000127,PR078,1,8283.9,0.0
ITEM0000237,ORD000127,PR028,2,5402.58,0.0
ITEM0000238,ORD000127,PR069,2,1626.27,0.1
ITEM0000239,ORD000128,PR013,1,7338.85,0.2
ITEM0000240,ORD000129,PR058,2,9712.03,0.05
ITEM0000241,ORD000129,PR089,2,451.5,0.1
ITEM0000242,ORD000129,PR073,1,2336.78,0.05
ITEM0000243,ORD000130,PR021,3,6677.89,0.0
ITEM0000244,ORD000130,PR006,3,73966.11,0.0
ITEM0000245,ORD000131,PR089,2,462.97,0.05
ITEM0000246,ORD000132,PR014,4,9120.66,0.05
ITEM0000247,ORD000132,PR001,1,6810.72,0.05
ITEM0000248,ORD000132,PR062,2,1384.58,0.15
ITEM0000249,ORD000132,PR009,1,5553.88,0.1
ITEM0000250,ORD000133,PR093,1,718.75,0.0
ITEM0000251,ORD000134,PR080,1,3161.0,0.1
ITEM0000252,ORD000135,PR036,2,5993.3,0.1
ITEM0000253,ORD000135,PR088,1,917.02,0.15
ITEM0000254,ORD000135,PR058,1,9925.74,0.1
ITEM0000255,ORD000136,PR094,2,1047.8,0.05
ITEM0000256,ORD000137,PR098,1,672.41,0.0
ITEM0000257,ORD000138,PR084,1,300.95,0.1
ITEM0000258,ORD000138,PR019,4,2173.16,0.0
ITEM0000259,ORD000139,PR097,1,401.32,0.1
ITEM0000260,ORD000140,PR028,1,5442.28,0.05
ITEM0000261,ORD000141,PR033,4,6862.83,0.0
ITEM0000262,ORD000141,PR077,3,2252.95,0.05
ITEM0000263,ORD000142,PR014,2,9175.07,0.0
ITEM0000264,ORD000143,PR084,1,299.73,0.0
ITEM0000265,ORD000144,PR074,4,832.46,0.1
ITEM0000266,ORD000144,PR069,2,1677.18,0.0
ITEM0000267,ORD000144,PR026,2,4471.83,0.05
ITEM0000268,ORD000145,PR026,1,4502.21,0.0
ITEM0000269,ORD000146,PR026,1,4495.46,0.0
ITEM0000270,ORD000146,PR039,3,4859.56,0.05
ITEM0000271,ORD000146,PR094,4,1026.92,0.05
ITEM0000272,ORD000147,PR001,1,6458.33,0.0
ITEM0000273,ORD000148,PR051,2,9839.52,0.0
ITEM0000274,ORD000148,PR071,3,1171.2,0.0
ITEM0000275,ORD000149,PR014,1,9303.49,0.05
ITEM0000276,ORD000149,PR023,2,29150.78,0.05
ITEM0000277,ORD000149,PR038,4,6038.73,0.1
ITEM0000278,ORD000149,PR041,2,4617.0,0.05
ITEM0000279,ORD000150,PR093,2,726.63,0.0
ITEM0000280,ORD000150,PR084,1,308.74,0.2
ITEM0000281,ORD000151,PR008,1,57928.06,0.0
ITEM0000282,ORD000151,PR022,2,7962.91,0.0
ITEM0000283,ORD000151,PR071,1,1123.15,0.1
ITEM0000284,ORD000151,PR093,1,740.72,0.0
ITEM0000285,ORD000152,PR094,1,1027.46,0.1
ITEM0000286,ORD000153,PR091,2,1585.91,0.1
ITEM0000287,ORD000153,PR045,1,2016.74,0.0
ITEM0000288,ORD000154,PR028,1,5648.77,0.0
ITEM0000289,ORD000155,PR029,1,25470.08,0.05
ITEM0000290,ORD000156,PR002,2,60952.64,0.0
ITEM0000291,ORD000156,PR100,2,672.14,0.15
ITEM0000292,ORD000157,PR010,1,108754.51,0.0
ITEM0000293,ORD000158,PR078,4,8306.34,0.05
ITEM0000294,ORD000158,PR010,1,103696.07,0.05
ITEM0000295,ORD000159,PR041,2,4482.41,0.0
ITEM0000296,ORD000159,PR024,1,27155.06,0.05
ITEM0000297,ORD000159,PR088,1,955.37,0.0
ITEM0000298,ORD000160,PR066,1,9861.87,0.0
ITEM0000299,ORD000160,PR075,1,2911.4,0.15
ITEM0000300,ORD000161,PR021,1,6769.71,0.0
ITEM0000301,ORD000162,PR094,1,1014.44,0.0
ITEM0000302,ORD000163,PR031,1,2091.13,0.05
ITEM0000303,ORD000163,PR052,2,2817.79,0.05
ITEM0000304,ORD000163,PR049,1,6765.88,0.05
ITEM0000305,ORD000164,PR070,1,9997.96,0.15
ITEM0000306,ORD000165,PR007,2,2671.83,0.0
ITEM0000307,ORD000165,PR056,4,4521.25,0.05
ITEM0000308,ORD000166,PR052,2,2788.98,0.05
ITEM0000309,ORD000166,PR018,2,10229.21,0.0
ITEM0000310,ORD000166,PR032,1,13495.58,0.2
ITEM0000311,ORD000166,PR005,3,4323.61,0.15
ITEM0000312,ORD000166,PR073,1,2359.67,0.0
ITEM0000313,ORD000167,PR027,1,20715.78,0.1
ITEM0000314,ORD000167,PR017,4,6998.33,0.0
ITEM0000315,ORD000167,PR016,1,11924.6,0.0
ITEM0000316,ORD000167,PR028,1,5569.5,0.05
ITEM0000317,ORD000168,PR048,2,3231.47,0.15
ITEM0000318,ORD000168,PR055,1,5709.95,0.0
ITEM0000319,ORD000169,PR030,2,5437.62,0.0
ITEM0000320,ORD000170,PR040,1,11425.52,0.1
ITEM0000321,ORD000171,PR091,1,1582.82,0.2
ITEM0000322,ORD000172,PR080,1,3282.4,0.1
ITEM0000323,ORD000173,PR090,3,380.54,0.15
ITEM0000324,ORD000173,PR021,1,6837.46,0.1
ITEM0000325,ORD000174,PR086,1,350.91,0.05
ITEM0000326,ORD000174,PR061,1,1305.34,0.0
ITEM0000327,ORD000174,PR044,1,3423.94,0.1
ITEM0000328,ORD000175,PR067,4,2829.55,0.0
ITEM0000329,ORD000175,PR095,1,1223.05,0.15
ITEM0000330,ORD000175,PR096,1,149.13,0.15
ITEM0000331,ORD000175,PR023,1,29152.93,0.1
ITEM0000332,ORD000176,PR036,1,5927.72,0.05
ITEM0000333,ORD000176,PR038,4,5788.06,0.15
ITEM0000334,ORD000177,PR086,3,355.62,0.05
ITEM0000335,ORD000177,PR011,1,7707.45,0.1
ITEM0000336,ORD000178,PR042,1,4515.24,0.15
ITEM0000337,ORD000179,PR033,2,7044.04,0.0
ITEM0000338,ORD000180,PR023,1,29368.05,0.05
ITEM0000339,ORD000180,PR040,3,11554.74,0.05
ITEM0000340,ORD000180,PR054,1,7381.97,0.05
ITEM0000341,ORD000181,PR043,2,6963.59,0.05
ITEM0000342,ORD000182,PR086,4,344.44,0.05
ITEM0000343,ORD000182,PR086,1,350.57,0.15
ITEM0000344,ORD000183,PR030,5,5176.64,0.05
ITEM0000345,ORD000184,PR065,1,1522.63,0.0
ITEM0000346,ORD000185,PR070,1,10005.19,0.0
ITEM0000347,ORD000186,PR005,1,4372.21,0.0
ITEM0000348,ORD000186,PR053,1,2585.08,0.0
ITEM0000349,ORD000186,PR058,1,9861.1,0.15
ITEM0000350,ORD000187,PR045,1,2003.01,0.05
ITEM0000351,ORD000188,PR056,4,4347.02,0.05
ITEM0000352,ORD000189,PR003,1,3389.29,0.05
ITEM0000353,ORD000189,PR058,1,10199.93,0.1
ITEM0000354,ORD000190,PR055,1,5668.88,0.05
ITEM0000355,ORD000190,PR024,2,28269.11,0.2
ITEM0000356,ORD000191,PR086,1,352.8,0.0
ITEM0000357,ORD000191,PR047,3,8237.43,0.05
ITEM0000358,ORD000192,PR100,2,664.52,0.05
ITEM0000359,ORD000193,PR055,4,5903.81,0.05
ITEM0000360,ORD000193,PR075,1,2979.81,0.05
ITEM0000361,ORD000193,PR020,1,2231.05,0.1
ITEM0000362,ORD000194,PR099,2,385.49,0.0
ITEM0000363,ORD000195,PR003,2,3390.07,0.05
ITEM0000364,ORD000196,PR040,2,11187.34,0.15
ITEM0000365,ORD000196,PR034,1,3052.05,0.15
ITEM0000366,ORD000196,PR036,1,5895.21,0.1
ITEM0000367,ORD000196,PR059,1,5143.78,0.1
ITEM0000368,ORD000197,PR078,1,8083.71,0.05
ITEM0000369,ORD000198,PR069,1,1675.56,0.0
ITEM0000370,ORD000198,PR036,2,5990.9,0.1
ITEM0000371,ORD000198,PR057,2,7449.61,0.0
ITEM0000372,ORD000198,PR020,3,2143.86,0.0
ITEM0000373,ORD000198,PR003,1,3380.42,0.05
ITEM0000374,ORD000199,PR046,3,7789.83,0.0
ITEM0000375,ORD000199,PR082,4,395.14,0.0
ITEM0000376,ORD000200,PR053,2,2505.69,0.05
ITEM0000377,ORD000200,PR078,2,8066.22,0.1
ITEM0000378,ORD000201,PR094,3,1028.91,0.15
ITEM0000379,ORD000201,PR067,1,2711.34,0.1
ITEM0000380,ORD000202,PR099,1,394.54,0.2
ITEM0000381,ORD000203,PR085,2,984.07,0.1
ITEM0000382,ORD000204,PR058,2,10248.59,0.15
ITEM0000383,ORD000204,PR014,1,9151.96,0.1
ITEM0000384,ORD000204,PR087,3,1383.68,0.05
ITEM0000385,ORD000204,PR075,1,3042.89,0.05
ITEM0000386,ORD000205,PR028,1,5724.85,0.1
ITEM0000387,ORD000205,PR041,1,4551.43,0.0
ITEM0000388,ORD000205,PR001,1,6741.82,0.0
ITEM0000389,ORD000205,PR092,1,425.33,0.0
ITEM0000390,ORD000205,PR054,2,7066.33,0.05
ITEM0000391,ORD000206,PR096,1,146.61,0.0
ITEM0000392,ORD000206,PR042,2,4652.89,0.1
ITEM0000393,ORD000206,PR096,1,145.6,0.05
ITEM0000394,ORD000207,PR088,2,935.85,0.1
ITEM0000395,ORD000208,PR069,1,1608.36,0.0
ITEM0000396,ORD000208,PR006,2,76007.55,0.0
ITEM0000397,ORD000208,PR012,3,11604.72,0.15
ITEM0000398,ORD000209,PR087,3,1382.84,0.05
ITEM0000399,ORD000209,PR060,1,2643.43,0.0
ITEM0000400,ORD000210,PR049,3,6898.59,0.0
ITEM0000401,ORD000210,PR020,1,2233.24,0.05
ITEM0000402,ORD000210,PR096,4,144.57,0.0
ITEM0000403,ORD000211,PR062,2,1350.1,0.0
ITEM0000404,ORD000212,PR006,3,75937.7,0.1
ITEM0000405,ORD000213,PR048,3,3205.08,0.05
ITEM0000406,ORD000214,PR035,1,27225.93,0.0
ITEM0000407,ORD000214,PR085,1,988.61,0.0
ITEM0000408,ORD000214,PR085,2,1025.21,0.0
ITEM0000409,ORD000215,PR045,1,1957.94,0.05
ITEM0000410,ORD000216,PR013,5,7412.94,0.0
ITEM0000411,ORD000216,PR082,1,399.34,0.15
ITEM0000412,ORD000216,PR076,2,1871.35,0.0
ITEM0000413,ORD000217,PR057,1,7510.65,0.0
ITEM0000414,ORD000217,PR018,3,10120.47,0.05
ITEM0000415,ORD000218,PR050,4,6472.12,0.05
ITEM0000416,ORD000218,PR046,2,7599.35,0.0
ITEM0000417,ORD000219,PR031,3,2159.44,0.15
ITEM0000418,ORD000220,PR090,1,396.0,0.05
ITEM0000419,ORD000220,PR079,1,3185.37,0.2
ITEM0000420,ORD000221,PR067,1,2791.74,0.0
ITEM0000421,ORD000222,PR093,1,727.02,0.2
ITEM0000422,ORD000222,PR043,1,6686.67,0.0
ITEM0000423,ORD000223,PR043,2,6726.78,0.15
ITEM0000424,ORD000224,PR046,2,7813.87,0.15
ITEM0000425,ORD000224,PR068,3,1191.57,0.15
ITEM0000426,ORD000225,PR035,1,26530.68,0.0
ITEM0000427,ORD000225,PR068,2,1187.07,0.1
ITEM0000428,ORD000225,PR016,2,11755.04,0.0
ITEM0000429,ORD000226,PR007,1,2591.2,0.1
ITEM0000430,ORD000226,PR084,1,305.33,0.0
ITEM0000431,ORD000227,PR066,3,9956.6,0.05
ITEM0000432,ORD000228,PR045,4,1989.56,0.05
ITEM0000433,ORD000229,PR093,1,735.03,0.15
ITEM0000434,ORD000229,PR040,1,11187.33,0.05
ITEM0000435,ORD000229,PR051,1,9625.46,0.0
ITEM0000436,ORD000229,PR098,1,694.72,0.15
ITEM0000437,ORD000230,PR063,2,1030.17,0.05
ITEM0000438,ORD000231,PR026,1,4610.34,0.0
ITEM0000439,ORD000232,PR096,5,146.94,0.1
ITEM0000440,ORD000233,PR064,1,1730.43,0.05
ITEM0000441,ORD000234,PR039,2,4837.84,0.05
ITEM0000442,ORD000235,PR044,1,3233.72,0.1
ITEM0000443,ORD000236,PR061,1,1304.27,0.2
ITEM0000444,ORD000237,PR015,4,3913.71,0.0
ITEM0000445,ORD000238,PR060,2,2612.44,0.15
ITEM0000446,ORD000239,PR084,1,312.83,0.1
ITEM0000447,ORD000239,PR012,1,11542.81,0.1
ITEM0000448,ORD000240,PR056,3,4437.45,0.15
ITEM0000449,ORD000240,PR043,1,6991.93,0.0
ITEM0000450,ORD000241,PR054,1,7129.33,0.05
ITEM0000451,ORD000242,PR025,4,4969.74,0.0
ITEM0000452,ORD000243,PR018,1,10394.29,0.0
ITEM0000453,ORD000244,PR029,1,25731.08,0.2
ITEM0000454,ORD000245,PR044,1,3294.13,0.05
ITEM0000455,ORD000245,PR013,2,7206.06,0.15
ITEM0000456,ORD000246,PR084,1,307.41,0.0
ITEM0000457,ORD000246,PR078,1,8128.92,0.15
ITEM0000458,ORD000246,PR025,1,4799.22,0.1
ITEM0000459,ORD000247,PR001,3,6603.5,0.0
ITEM0000460,ORD000247,PR032,4,13158.99,0.1
ITEM0000461,ORD000247,PR061,5,1335.56,0.1
ITEM0000462,ORD000248,PR090,2,385.62,0.0
ITEM0000463,ORD000248,PR057,1,7483.08,0.0
ITEM0000464,ORD000249,PR100,4,667.13,0.0
ITEM0000465,ORD000250,PR083,3,370.49,0.1
ITEM0000466,ORD000251,PR003,1,3355.91,0.05
ITEM0000467,ORD000252,PR090,2,396.78,0.0
ITEM0000468,ORD000253,PR023,1,28809.34,0.0
ITEM0000469,ORD000253,PR026,2,4643.8,0.05
ITEM0000470,ORD000253,PR022,3,7632.53,0.0
ITEM0000471,ORD000254,PR023,1,29205.4,0.0
ITEM0000472,ORD000254,PR058,2,9722.93,0.1
ITEM0000473,ORD000254,PR008,1,59367.71,0.1
ITEM0000474,ORD000255,PR065,3,1515.17,0.0
ITEM0000475,ORD000255,PR018,1,10305.26,0.15
ITEM0000476,ORD000256,PR071,2,1164.84,0.05
ITEM0000477,ORD000257,PR057,2,7258.3,0.0
ITEM0000478,ORD000257,PR063,1,1037.65,0.15
ITEM0000479,ORD000257,PR011,1,7804.32,0.0
ITEM0000480,ORD000258,PR052,3,2815.07,0.0
ITEM0000481,ORD000258,PR067,1,2802.88,0.1
ITEM0000482,ORD000259,PR012,4,11770.2,0.15
ITEM0000483,ORD000259,PR072,4,1317.16,0.1
ITEM0000484,ORD000260,PR022,1,7797.88,0.0
