customer_id,customer_name,age,city,segment,signup_date
C00151,Customer 0151,43.0,Mombasa,Wholesale,2025-12-16
C00152,Customer 0152,31.0,Kisumu,Consumer,2025-07-14
C00153,Customer 0153,56.0,Nakuru,Wholesale,2025-08-13
C00154,Customer 0154,44.0,Nairobi,Consumer,2025-03-16
C00155,Customer 0155,26.0,Eldoret,Consumer,2024-08-28
C00156,Customer 0156,32.0,Kisumu,Wholesale,2024-06-02
C00157,Customer 0157,32.0,Mombasa,Consumer,2024-04-05
C00158,Customer 0158,43.0,Mombasa,Consumer,2025-12-26
C00159,Customer 0159,59.0,Kisumu,Consumer,2024-10-20
C00160,Customer 0160,30.0,Mombasa,Wholesale,2024-07-27
C00161,Customer 0161,68.0,Nakuru,Wholesale,2024-12-08
C00162,Customer 0162,49.0,Nairobi,Consumer,2024-03-28
C00163,Customer 0163,56.0,Nakuru,Consumer,2025-01-24
C00164,Customer 0164,66.0,Mombasa,Wholesale,2024-11-20
C00165,Customer 0165,69.0,Eldoret,Wholesale,2024-06-05
C00166,Customer 0166,49.0,Nairobi,Consumer,2025-10-29
C00167,Customer 0167,21.0,Nairobi,Consumer,2025-10-12
C00168,Customer 0168,47.0,Kisumu,Consumer,2025-09-24
C00169,Customer 0169,54.0,Kisumu,Business,2025-07-30
C00170,Customer 0170,40.0,Eldoret,Wholesale,2025-09-10
C00171,Customer 0171,56.0,Nairobi,Business,2025-10-20
C00172,Customer 0172,62.0,Eldoret,Wholesale,2024-05-16
C00173,Customer 0173,32.0,Kisumu,Wholesale,2025-11-04
C00174,Customer 0174,60.0,Kisumu,Wholesale,2025-03-03
C00175,Customer 0175,46.0,Nairobi,Wholesale,2025-03-27
C00176,Customer 0176,53.0,Nakuru,Wholesale,2025-09-03
C00177,Customer 0177,30.0,Mombasa,Wholesale,2024-05-20
C00178,Customer 0178,49.0,Kisumu,Wholesale,2024-03-23
C00179,Customer 0179,24.0,Kisumu,Business,2024-06-25
C00180,Customer 0180,68.0,Nakuru,Consumer,2024-07-16
C00181,Customer 0181,39.0,Nakuru,Consumer,2025-09-15
C00182,Customer 0182,45.0,Eldoret,Business,2025-07-21
C00183,Customer 0183,19.0,Eldoret,Business,2025-11-21
C00184,Customer 0184,59.0,Mombasa,Business,2025-02-24
C00185,Customer 0185,62.0,Mombasa,Business,2025-02-04
C00186,Customer 0186,70.0,Nairobi,Wholesale,2025-11-28
C00187,Customer 0187,23.0,Eldoret,Consumer,2025-04-15
C00188,Customer 0188,45.0,Kisumu,Wholesale,2024-08-05
C00189,Customer 0189,45.0,Eldoret,Consumer,2025-12-29
C00190,Customer 0190,61.0,Kisumu,Consumer,2025-09-23
C00191,Customer 0191,61.0,Nakuru,Business,2024-06-23
C00192,Customer 0192,37.0,Eldoret,Wholesale,2024-01-23
C00193,Customer 0193,47.0,Nakuru,Business,2025-12-25
C00194,Customer 0194,28.0,Mombasa,Wholesale,2024-08-22
C00195,Customer 0195,45.0,Mombasa,Consumer,2024-01-13
C00196,Customer 0196,42.0,Nairobi,Business,2024-04-10
C00197,Customer 0197,56.0,Eldoret,Business,2025-06-19
C00198,Customer 0198,50.0,Nakuru,Consumer,2025-06-06
C00199,Customer 0199,18.0,Kisumu,Consumer,2025-03-27
C00200,Customer 0200,44.0,Mombasa,Consumer,2025-03-06
C00201,Customer 0201,69.0,Mombasa,Business,2025-08-28
C00202,Customer 0202,30.0,Kisumu,Wholesale,2025-12-13
C00203,Customer 0203,58.0,Nakuru,Business,2025-06-16
C00204,Customer 0204,20.0,Nakuru,Wholesale,2025-12-23
C00205,Customer 0205,56.0,Eldoret,Business,2025-10-13
C00206,Customer 0206,23.0,Eldoret,Business,2024-10-19
C00207,Customer 0207,25.0,Nairobi,Consumer,2024-04-10
C00208,Customer 0208,44.0,Mombasa,Wholesale,2025-05-16
C00209,Customer 0209,26.0,Eldoret,Business,2024-10-30
C00210,Customer 0210,54.0,Nakuru,Business,2025-06-23
C00211,Customer 0211,50.0,Kisumu,Consumer,2025-07-06
C00212,Customer 0212,,Nakuru,Consumer,2024-12-20
C00213,Customer 0213,59.0,Mombasa,Wholesale,2024-10-29
C00214,Customer 0214,61.0,Nakuru,Business,2025-05-10
C00215,Customer 0215,41.0,Nairobi,Wholesale,2025-10-19
C00216,Customer 0216,32.0,Mombasa,Business,2024-08-14
C00217,Customer 0217,49.0,Kisumu,Wholesale,2024-08-23
C00218,Customer 0218,49.0,Nairobi,Consumer,2025-03-30
C00219,Customer 0219,41.0,Mombasa,Business,2024-01-13
C00220,Customer 0220,58.0,Kisumu,Wholesale,2024-07-28
C00221,Customer 0221,69.0,Nairobi,Consumer,2025-01-31
C00222,Customer 0222,66.0,Nairobi,Consumer,2024-04-09
C00223,Customer 0223,66.0,Mombasa,Wholesale,2024-01-31
C00224,Customer 0224,69.0,Eldoret,Business,2025-06-11
C00225,Customer 0225,29.0,Nairobi,Business,2025-10-10
C00226,Customer 0226,56.0,Nairobi,Consumer,2024-11-24
C00227,Customer 0227,19.0,Kisumu,Business,2024-06-14
C00228,Customer 0228,20.0,Nakuru,Business,2025-04-03
C00229,Customer 0229,66.0,Mombasa,Business,2024-04-09
C00230,Customer 0230,54.0,Mombasa,Consumer,2025-09-12
C00231,Customer 0231,66.0,Eldoret,Wholesale,2024-06-21
C00232,Customer 0232,34.0,Eldoret,Business,2024-06-10
C00233,Customer 0233,66.0,Mombasa,Consumer,2025-12-28
C00234,Customer 0234,19.0,Eldoret,Consumer,2024-09-19
C00235,Customer 0235,19.0,Kisumu,Wholesale,2024-09-30
C00236,Customer 0236,45.0,Mombasa,Business,2024-01-03
C00237,Customer 0237,40.0,Eldoret,Business,2024-01-28
C00238,Customer 0238,54.0,Mombasa,Wholesale,2024-11-21
C00239,Customer 0239,49.0,Nakuru,Wholesale,2024-05-28
C00240,Customer 0240,50.0,Nairobi,Consumer,2025-06-23
C00241,Customer 0241,18.0,Mombasa,Consumer,2025-05-02
C00242,Customer 0242,36.0,Nairobi,Wholesale,2025-03-13
C00243,Customer 0243,19.0,Eldoret,Business,2024-03-05
C00244,Customer 0244,70.0,Nairobi,Consumer,2024-12-21
C00245,Customer 0245,61.0,Mombasa,Consumer,2025-06-16
C00246,Customer 0246,43.0,Nakuru,Business,2024-09-08
C00247,Customer 0247,49.0,Eldoret,Consumer,2024-08-22
C00248,Customer 0248,23.0,Mombasa,Business,2024-08-14
C00249,Customer 0249,49.0,Eldoret,Business,2025-06-08
C00250,Customer 0250,21.0,Kisumu,Business,2024-11-08
C00251,Customer 0251,28.0,Nairobi,Wholesale,2024-02-18
C00252,Customer 0252,34.0,Kisumu,Wholesale,2024-04-27
C00253,Customer 0253,55.0,Mombasa,Wholesale,2024-02-23
C00254,Customer 0254,41.0,Nakuru,Business,2025-10-11
C00255,Customer 0255,22.0,Eldoret,Business,2025-07-18
C00256,Customer 0256,69.0,Nairobi,Wholesale,2024-02-13
C00257,Customer 0257,51.0,Eldoret,Consumer,2024-02-22
C00258,Customer 0258,23.0,Mombasa,Business,2025-08-08
C00259,Customer 0259,39.0,Eldoret,Consumer,2025-07-11
C00260,Customer 0260,28.0,Nairobi,Consumer,2025-06-08
C00261,Customer 0261,65.0,Mombasa,Business,2025-11-07
C00262,Customer 0262,33.0,Eldoret,Business,2024-04-11
C00263,Customer 0263,50.0,Nakuru,Consumer,2025-02-01
C00264,Customer 0264,26.0,Mombasa,Consumer,2024-05-17
C00265,Customer 0265,23.0,Mombasa,Wholesale,2025-11-05
C00266,Customer 0266,33.0,Nakuru,Wholesale,2025-01-21
C00267,Customer 0267,46.0,Kisumu,Business,2024-04-20
C00268,Customer 0268,20.0,Nairobi,Wholesale,2025-09-05
C00269,Customer 0269,37.0,Kisumu,Wholesale,2024-01-17
C00270,Customer 0270,53.0,Eldoret,Wholesale,2024-06-30
C00271,Customer 0271,36.0,Nakuru,Wholesale,2025-06-19
C00272,Customer 0272,43.0,Kisumu,Consumer,2025-06-24
C00273,Customer 0273,20.0,Mombasa,Business,2024-06-19
C00274,Customer 0274,36.0,Eldoret,Wholesale,2025-02-12
C00275,Customer 0275,37.0,Eldoret,Consumer,2025-01-12
C00276,Customer 0276,49.0,Kisumu,Consumer,2024-07-06
C00277,Customer 0277,24.0,Kisumu,Consumer,2024-08-17
C00278,Customer 0278,69.0,Nakuru,Wholesale,2024-04-28
C00279,Customer 0279,58.0,Nairobi,Wholesale,2024-06-04
C00280,Customer 0280,50.0,Kisumu,Business,2025-11-17
C00281,Customer 0281,57.0,Kisumu,Wholesale,2025-04-09
C00282,Customer 0282,56.0,Mombasa,Wholesale,2024-04-13
C00283,Customer 0283,35.0,Eldoret,Consumer,2025-08-26
C00284,Customer 0284,57.0,Nairobi,Business,2025-11-28
C00285,Customer 0285,18.0,Mombasa,Wholesale,2025-05-16
C00286,Customer 0286,28.0,Nakuru,Wholesale,2025-11-23
C00287,Customer 0287,45.0,Nakuru,Consumer,2025-11-12
C00288,Customer 0288,42.0,Kisumu,Consumer,2025-11-29
C00289,Customer 0289,67.0,Kisumu,Wholesale,2024-06-23
C00290,Customer 0290,40.0,Nakuru,Business,2025-11-04
C00291,Customer 0291,48.0,Kisumu,Business,2025-02-24
C00292,Customer 0292,47.0,Nairobi,Consumer,2024-05-13
C00293,Customer 0293,59.0,Kisumu,Consumer,2025-01-25
C00294,Customer 0294,52.0,Eldoret,Wholesale,2025-05-15
C00295,Customer 0295,24.0,Kisumu,Consumer,2025-10-26
C00296,Customer 0296,33.0,Mombasa,Wholesale,2024-02-02
C00297,Customer 0297,43.0,Nairobi,Business,2024-02-24
C00298,Customer 0298,65.0,Mombasa,Business,2025-06-02
C00299,Customer 0299,69.0,Mombasa,Wholesale,2025-09-29
C00300,Customer 0300,66.0,Eldoret,Consumer,2024-01-12
C00301,Customer 0301,19.0,Nairobi,Business,2025-06-11
C00302,Customer 0302,18.0,Nairobi,Consumer,2025-12-20
C00303,Customer 0303,65.0,Nairobi,Business,2025-07-08
C00304,Customer 0304,29.0,Nairobi,Wholesale,2025-01-07
C00305,Customer 0305,22.0,Nairobi,Wholesale,2025-04-28
C00306,Customer 0306,54.0,Eldoret,Wholesale,2025-10-08
C00307,Customer 0307,49.0,Kisumu,Business,2024-08-15
C00308,Customer 0308,26.0,Mombasa,Consumer,2025-09-14
C00309,Customer 0309,58.0,Nairobi,Consumer,2024-11-02
C00310,Customer 0310,52.0,Kisumu,Consumer,2025-04-01
C00311,Customer 0311,36.0,Kisumu,Business,2024-06-08
C00312,Customer 0312,65.0,Mombasa,Business,2024-11-26
C00313,Customer 0313,33.0,Eldoret,Business,2024-08-12
C00314,Customer 0314,20.0,Nakuru,Business,2025-12-29
C00315,Customer 0315,37.0,Nakuru,Business,2025-05-18
C00316,Customer 0316,41.0,Kisumu,Consumer,2025-03-31
C00317,Customer 0317,50.0,Mombasa,Business,2024-02-14
C00318,Customer 0318,41.0,Nakuru,Business,2024-08-01
C00319,Customer 0319,69.0,Kisumu,Consumer,2024-02-28
C00320,Customer 0320,28.0,Eldoret,Business,2025-10-05
C00321,Customer 0321,66.0,Nakuru,Consumer,2025-09-07
C00322,Customer 0322,25.0,Kisumu,Consumer,2024-07-13
C00323,Customer 0323,53.0,Kisumu,Wholesale,2025-05-03
C00324,Customer 0324,55.0,Nairobi,Wholesale,2024-06-05
C00325,Customer 0325,57.0,Eldoret,Wholesale,2025-09-01
C00326,Customer 0326,37.0,Nairobi,Wholesale,2024-08-13
C00327,Customer 0327,52.0,Mombasa,Business,2025-02-15
C00328,Customer 0328,65.0,Nairobi,Wholesale,2024-07-23
C00329,Customer 0329,42.0,Nairobi,Consumer,2024-03-19
C00330,Customer 0330,52.0,Nakuru,Business,2024-05-03
C00331,Customer 0331,42.0,Kisumu,Wholesale,2025-04-15
C00332,Customer 0332,46.0,Eldoret,Consumer,2024-08-05
C00333,Customer 0333,35.0,Nairobi,Business,2025-05-30
C00334,Customer 0334,63.0,Eldoret,Business,2025-08-24
C00335,Customer 0335,35.0,Nairobi,Wholesale,2024-04-13
C00336,Customer 0336,19.0,Mombasa,Business,2025-01-27
C00337,Customer 0337,52.0,Nairobi,Consumer,2025-09-22
C00338,Customer 0338,33.0,Nakuru,Business,2025-10-06
C00339,Customer 0339,58.0,Kisumu,Consumer,2025-08-30
C00340,Customer 0340,53.0,Mombasa,Business,2025-03-09
C00341,Customer 0341,50.0,Nairobi,Wholesale,2024-11-26
C00342,Customer 0342,21.0,Eldoret,Consumer,2024-05-22
C00343,Customer 0343,50.0,Mombasa,Business,2025-06-23
C00344,Customer 0344,31.0,Mombasa,Business,2024-10-04
C00345,Customer 0345,38.0,Nairobi,Business,2024-08-20
C00346,Customer 0346,65.0,Mombasa,Consumer,2025-06-12
C00347,Customer 0347,37.0,Eldoret,Consumer,2025-07-24
C00348,Customer 0348,25.0,Mombasa,Consumer,2024-03-30
C00349,Customer 0349,24.0,Eldoret,Wholesale,2025-05-06
C00350,Customer 0350,20.0,Nairobi,Wholesale,2024-07-17
C00351,Customer 0351,34.0,Kisumu,Consumer,2024-12-27
C00352,Customer 0352,50.0,Mombasa,Business,2025-03-16
C00353,Customer 0353,65.0,Kisumu,Wholesale,2024-01-26
C00354,Customer 0354,29.0,Eldoret,Consumer,2024-01-25
C00355,Customer 0355,68.0,Mombasa,Business,2025-01-28
C00356,Customer 0356,39.0,Nakuru,Wholesale,2025-05-21
C00357,Customer 0357,39.0,Kisumu,Business,2024-10-27
C00358,Customer 0358,63.0,Mombasa,Business,2024-12-04
C00359,Customer 0359,47.0,Kisumu,Business,2024-09-23
C00360,Customer 0360,55.0,Mombasa,Business,2025-04-05
C00361,Customer 0361,55.0,Nairobi,Wholesale,2025-11-23
C00362,Customer 0362,62.0,Kisumu,Wholesale,2025-03-31
C00363,Customer 0363,68.0,Nakuru,Wholesale,2024-12-25
C00364,Customer 0364,25.0,Nakuru,Consumer,2024-03-08
C00365,Customer 0365,44.0,Eldoret,Wholesale,2025-02-15
C00366,Customer 0366,44.0,Mombasa,Business,2025-05-05
C00367,Customer 0367,51.0,Kisumu,Wholesale,2024-02-18
C00368,Customer 0368,38.0,Eldoret,Business,2025-11-17
C00369,Customer 0369,47.0,Kisumu,Consumer,2025-07-17
C00370,Customer 0370,50.0,Mombasa,Business,2024-04-11
C00371,Customer 0371,45.0,Nakuru,Business,2024-08-03
C00372,Customer 0372,64.0,Nairobi,Business,2025-03-13
C00373,Customer 0373,50.0,Nakuru,Consumer,2025-11-30
C00374,Customer 0374,22.0,Eldoret,Wholesale,2025-07-22
C00375,Customer 0375,65.0,Nairobi,Wholesale,2025-07-12
C00376,Customer 0376,36.0,Eldoret,Consumer,2024-06-07
C00377,Customer 0377,21.0,Mombasa,Business,2025-05-03
C00378,Customer 0378,52.0,Nairobi,Wholesale,2025-11-16
C00379,Customer 0379,66.0,Eldoret,Consumer,2024-08-29
C00380,Customer 0380,34.0,Mombasa,Wholesale,2024-01-05
C00381,Customer 0381,61.0,Nakuru,Consumer,2025-08-18
C00382,Customer 0382,45.0,Mombasa,Business,2024-12-26
C00383,Customer 0383,47.0,Kisumu,Wholesale,2025-04-03
C00384,Customer 0384,46.0,Mombasa,Consumer,2024-09-04
C00385,Customer 0385,63.0,Mombasa,Wholesale,2025-07-19
C00386,Customer 0386,70.0,Kisumu,Wholesale,2025-11-03
C00387,Customer 0387,23.0,Eldoret,Wholesale,2025-02-25
C00388,Customer 0388,52.0,Eldoret,Wholesale,2024-01-15
C00389,Customer 0389,58.0,Mombasa,Consumer,2025-07-26
C00390,Customer 0390,54.0,Kisumu,Business,2024-05-01
C00391,Customer 0391,41.0,Kisumu,Consumer,2024-10-03
C00392,Customer 0392,46.0,Nakuru,Consumer,2025-07-11
C00393,Customer 0393,66.0,Eldoret,Consumer,2025-03-28
C00394,Customer 0394,63.0,Nairobi,Business,2025-01-24
C00395,Customer 0395,70.0,Eldoret,Wholesale,2024-10-20
C00396,Customer 0396,48.0,Eldoret,Wholesale,2025-07-27
C00397,Customer 0397,52.0,Nakuru,Wholesale,2025-08-20
C00398,Customer 0398,50.0,Nairobi,Business,2025-03-21
C00399,Customer 0399,69.0,Nakuru,Wholesale,2024-07-28
C00400,Customer 0400,38.0,Nairobi,Business,2025-08-12
C00401,Customer 0401,,Mombasa,Wholesale,2025-12-14
C00402,Customer 0402,40.0,Nairobi,Wholesale,2024-10-28
C00403,Customer 0403,50.0,Nakuru,Consumer,2024-08-10
C00404,Customer 0404,20.0,Eldoret,Business,2024-01-03
C00405,Customer 0405,35.0,Nairobi,Consumer,2025-06-01
C00406,Customer 0406,42.0,Nairobi,Consumer,2024-04-02
C00407,Customer 0407,59.0,Kisumu,Consumer,2025-06-03
C00408,Customer 0408,48.0,Eldoret,Business,2025-03-03
C00409,Customer 0409,20.0,Mombasa,Business,2025-05-07
C00410,Customer 0410,57.0,Nakuru,Wholesale,2024-08-22
C00411,Customer 0411,63.0,Mombasa,Consumer,2025-09-11
C00412,Customer 0412,41.0,Eldoret,Wholesale,2024-06-09
C00413,Customer 0413,67.0,Nairobi,Consumer,2025-12-21
C00414,Customer 0414,49.0,Nairobi,Business,2024-11-26
C00415,Customer 0415,64.0,Eldoret,Business,2024-11-28
C00416,Customer 0416,39.0,Nairobi,Business,2024-02-19
C00417,Customer 0417,40.0,Nairobi,Consumer,2025-06-06
C00418,Customer 0418,19.0,Nairobi,Business,2025-10-29
C00419,Customer 0419,44.0,Nakuru,Consumer,2025-05-06
C00420,Customer 0420,59.0,Nakuru,Wholesale,2025-08-04
C00421,Customer 0421,19.0,Kisumu,Consumer,2025-11-11
C00422,Customer 0422,43.0,Mombasa,Wholesale,2024-09-28
C00423,Customer 0423,34.0,Eldoret,Consumer,2025-08-02
C00424,Customer 0424,57.0,Eldoret,Wholesale,2024-09-08
C00425,Customer 0425,50.0,Eldoret,Business,2025-07-13
C00426,Customer 0426,26.0,Kisumu,Wholesale,2025-11-26
C00427,Customer 0427,60.0,Nakuru,Business,2025-11-29
